English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"What is the common ratio of the sequence \frac{1}{\sqrt{7}}, -1, /sqrt{7}.....?","\frac{1}{\sqrt{7}}, -1, /sqrt{7}..... অনুক্রমটির সাধারণ অনুপাত কত?",\frac{1}{\sqrt{7}},-\frac{1}{\sqrt{7}},\sqrt{7},-\sqrt{7},\frac{1}{\sqrt{7}},-\frac{1}{\sqrt{7}},\sqrt{7},-\sqrt{7},d
Which is the fourth term of the geometric series 2 + p + q + 162?,2+p+q+r+162 গুনোত্তর ধারাটির চতুর্থ পদ কোনটি?,18,27,54,81,18,27,54,81,c
"What is the sum of the first n terms of the series, 1 + 3 + 5 + .....?",1+3+5+…………. ধারাটির ১ম n সংখ্যক পদের যোগফল কোনটি?,\frac{n(n + 1)}{2},\left \{ \frac{n(n+1)}{2} \right \}^{2},\frac{n^{2}}{2},n^{2},\frac{n(n + 1)}{2},\left \{ \frac{n(n+1)}{2} \right \}^{2},\frac{n^{2}}{2},n^{2},d
"If 4 \sin A = 3, then which is the value of \tan A?",4sinA= 3 হলে ‍tanA এর মান কোনটি?,\frac{\sqrt{7}}{3},\frac{3}{\sqrt{7}},\frac{4}{\sqrt{3}},\frac{\sqrt{3}}{4},\frac{\sqrt{7}}{3},\frac{3}{\sqrt{7}},\frac{4}{\sqrt{3}},\frac{\sqrt{3}}{4},b
\sin \theta \sqrt{\cosec^{2} \theta - 1} = ?,\sin \theta \sqrt{\cosec^{2} \theta - 1} = কত?,\sin \theta,\cos \theta,\sin \theta. \cos \theta,\sec \theta,\sin \theta,\cos \theta,\sin \theta. \cos \theta,\sec \theta,b
Which one is a factor of a^{2} + a -20?,a^{2} + a - 20 রাশির একটি উৎপাদক কোনটি?,a + 10,a + 2,a - 4,a - 5,a+10,a+2,a-4,a-5,c
Find the simple profit of Tk. 5000 in 4 years at the rate of profit 5% per annum?,বার্ষিক 5% হার মুনাফায় 5000 টাকার 4 বছরের সরল মুনাফা কত?,Tk. 250,Tk. 500,Tk. 1000,Tk. 1500,250 টাকা,500 টাকা,1000 টাকা,1500 টাকা,c
At how many maximum points a straight line can intersects a circle?,একটি সরলরেখা একটি বৃত্তকে সর্বাধিক কতটি বিন্দুতে ছেদ করতে পারে?,1,2,3,4,‍1টি,2টি,3টি,4টি,b
If \cos A = \frac{1}{2} then what is the value of \sin^{2} A?,cosA = \frac{1}{2} হলে sin^{2}A এর মান কত?,\frac{1}{2},\frac{\sqrt{3}}{2},\frac{\sqrt{3}}{4},\frac{3}{4},\frac{1}{2},\frac{\sqrt{3}}{2},\frac{\sqrt{3}}{4},\frac{3}{4},d
"x - \frac{1}{x} = 4
What is the value of x^{3} - \frac{1}{x^{3}}?","x - \frac{1}{x} = 4
 
 x^{3} - \frac{1}{x^{3}} হলে এর মান কত?",16,52,64,76,16,52,64,76,d
"x - \frac{1}{x} = 4
What is the value of x + \frac{1}{x}?","x - \frac{1}{x} = 4
 
 x + \frac{1}{x} এর মান কত?",2\sqrt{3},2\sqrt{5},3\sqrt{2},4\sqrt{2},2\sqrt{3},2\sqrt{5},3\sqrt{2},4\sqrt{2},b
If the length of side of a cube is 3 cm then what is the area of whole surface?,"একটি ঘনকের একধার 3 সে.মি হলে, এর সমগ্র পৃষ্ঠতলের ক্ষেত্রফল কত?",18 sq. cm,27 sq. cm,36 sq. cm,54 sq. cm,18 বর্গ সে.মি.,27 বর্গ সে.মি.,36 বর্গ সে.মি.,54 বর্গ সে.মি.,d
"5 + 7 + 9 +11 + ..... -
i. is an arithmetic series
ii. the 21st term of the series is 45
iii. the sum of first 8 terms of the series is 96
Which one is correct?","5+7+9+11+………….
 i. একটি সমান্তর ধারা 
 ii. ধারাটির 21 তম পদ 45
 iii. ধারাটির প্রথম আটটি পদের সমষ্টি 96
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
If one diagonal of a rhombus is 8 m and the area is 40 sq. m then what is the other diagonal?,একটি রম্বসের একটি কর্ণ 8 মিটার এবং ক্ষেত্রফল 40 বর্গমিটার হলে অপর কর্ণ কত?,5 m,8 m,10 m,20 m,5 মিটার,8 মিটার,10 মিটার,20 মিটার,c
What is the value of \tah^{2} 60\degree - \sin^{2} 45\degree?,\tan^{2} 60\degree - \sin^{2} 45\degree এর মান কত?,\frac{5}{2},\frac{1}{3},\frac{1}{2},1,\frac{5}{2},\frac{1}{3},\frac{1}{2},1,a
"What is the median at the data 10, 15, 11, 9, 12, 14, 18?","10, 15, 11, 9, 12, 14, 18, উপাত্তের মধ্যক কত?",11,12,14,15,11,12,14,15,b
"If p^{2} + q^{2} = 3, pq = 3, then what is the value of (p + q)^{2}?","p^{2} + q^{2} = 3, pq = 3 হলে (p + q)^{2} এর মান কত?",3,9,11,15,3,9,11,15,b
Which one is the factors of x^{2} + x - 2?,x^{2} + x - 2 এর উৎপাদকে বিশ্লেষিত রূপ কোনটি?,(x - 1)(x - 2),(x - 1)(x + 2),(x + 1)(x - 2),(x + 1)(x + 2),(x-1)(x-2),(x-1)(x+2),(x+1)(x-2),(x+1)(x+2),b
How many ex-circle can be drawn in a triangle?,কোনো ত্রিভূজে কয়টি বহিবৃত্ত আঁকা যায়?,1,2,3,4,1টি,2টি,3টি,4টি,c
What is the distance between two centres of the circles with radius 3 cm and 5 cm respectively when they touch internally?,3 সে.মি ও 5 সে.মি ব্যাসার্ধবিশিষ্ট দুইটি বৃত্ত পরস্পরকে অন্তঃস্পর্শ করলে তাদের কেন্দ্রদ্বয়ের দূরত্ব কত?,2 cm,3 cm,5 cm,8 cm,2 সে.মি.,3 সে.মি.,5 সে.মি,8 সে.মি,a
"If \log_{5} p^{2} = -2, then what is the value of fp?","\log_{5} p^{2} = -2 হলে, p এর মান কত?",5,\frac{1}{5},-2,-10,5,\frac{1}{5},-2,-10,b
"It is possible to draw a certain triangle when-
i. two angles and their adjacent side given
ii. three angles given
iii. two angles and opposite side of any one angle given
Which one is correct?","নির্দিষ্ট একটি ত্রিভূজ আঁকা সম্ভব যদি- 
 i. দুইটি কোণ এবং এদের সংলগ্ন বাহু দেওয়া থাকলে। 
 ii. তিনটি কোণ দেওয়া থাকলে। 
 iii. দুইটি কোণ ও একটির বিপরীত বাহু দেওয়া থাকলে। 
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
a^{-3} \times a^{5} = what,a^{-3} \times a^{5} = কত?,a^{2},a^{\frac{3}{5}},a^{\frac{5}{3}},a^{-15},a^{2},a^{\frac{3}{5}},a^{\frac{5}{3}},a^{-15},a
Which one is the step deviation u_{1}?,ধাপ বিচ্যুতি u_{1} = কোনটি?,\frac{x_{i} - a}{h},\frac{x_{i} + a}{h},\frac{x_{i}}{h} + a,\frac{a - x_{i}}{h},\frac{x_{i} - a}{h},\frac{x_{i} + a}{h},\frac{x_{i}}{h} + a,\frac{a - x_{i}}{h},a
"How many subsets of the set A = \{3, 4, 5\}?","A={3,4,5} সেটটির উপসেট্ কতটি?",3,6,7,8,3,6,7,8,d
"B = \{x \in \mathbb{N}: 2 \leq x \leq 4\} then-
i. number of prime number is 2 among the elements of set B.
ii. number of elements of P(B) is 8
iii. number of elements is 1 whose are divisible by 2 from the set B
Which one is correct?","B = \{x \in \mathbb{N}: 2 \leq x \leq 4\} হলে- 
 i. B সেটের উপাদানগুলোর মধ্যে মৌলিক সংখ্যা 2টি 
 ii. P(B) এর উপাদান সংখ্যা 8টি 
 iii. B সেটের উপাদানগুলোর মধ্যে 2 দ্বারা বিভাজ্য সংখ্যা 1টি। 
 নিচেরে কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
If 3^{x-1} = 27 then what is the value of x?,3^{x - 1} = 27 হলে x এর মান কত?,4,6,9,27,4,6,9,27,a
