English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"If f(x) = 2x^{2} - x + 3, then-
 i. slope of function at point (1, 4) is 3
 ii. for x < \frac{1}{4}, the function is decreasing
 iii. the function has maximum value for x = \frac{1}{4}
 Which one is correct?","f(x) = 2x^{2} - x + 3 হলে-
 i. (1, 4) বিন্দুতে ফাংশনটির স্পর্শকের ঢাল 3
 ii. x < \frac{1}{4} এর জন্য ফাংশনটি ক্রমহ্রাসমান
 iii. x = \frac{1}{4} এর জন্য ফাংশনটির সর্বোচ্চ মান বিদ্যমান
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",a
"If the minor of (1, 1)th element of \begin{vmatrix} 1 & 4 & -3 \\ 2 & -1 & x \\ 6 & 2 & 8 \end{vmatrix} is - 4, what is the value of x?","\begin{vmatrix} 1 & 4 & -3 \\ 2 & -1 & x \\ 6 & 2 & 8 \end{vmatrix} এর (1, 1)তম ভুক্তির অনুরাশি -4 হলে x এর মান কত?",6,2,\text{- 2},text{- 6},6,2,\text{- 2},text{- 6},c
"What is the equations of the tangent of the circle x^{2} + y^{2} = 13 at the point (-2, 3)?","x^{2} + y^{2} = 13 বৃত্তের (-2, 3) বিন্দুতে স্পর্শকের সমীকরণ কোনটি?",2x + 3y + 13 = 0,2x + 3y - 13 = 0,2x - 3y - 13 = 0,2x - 3y + 13 = 0,2x + 3y + 13 = 0,2x + 3y - 13 = 0,2x - 3y - 13 = 0,2x - 3y + 13 = 0,d
"3x^{2} + 3y^{2} - 6x + 4y - 1 = 0 and x^{2} + y^{2} + 4x - 6y - 1 = 0 are two equations of circle.
 
 Which one is the centre of the first circle?","3x^{2} + 3y^{2} - 6x + 4y - 1 = 0 ও x^{2} + y^{2} + 4x - 6y - 1 = 0 দুইটি বৃত্তের সমীকরণ।
 
 প্রথম বৃত্তের কেন্দ্র কোনটি?","\left ( 1, \frac{2}{3} \right )","\left ( - 1, \frac{2}{3} \right )","\left ( 1, - \frac{2}{3} \right )","\left ( - 1, - \frac{2}{3} \right )","\left ( 1, \frac{2}{3} \right )","\left ( - 1, \frac{2}{3} \right )","\left ( 1, - \frac{2}{3} \right )","\left ( - 1, - \frac{2}{3} \right )",c
"3x^{2} + 3y^{2} - 6x + 4y - 1 = 0 and x^{2} + y^{2} + 4x - 6y - 1 = 0 are two equations of circle.
 
 What is the length of intercept on y-axis by second circle?","3x^{2} + 3y^{2} - 6x + 4y - 1 = 0 ও x^{2} + y^{2} + 4x - 6y - 1 = 0 দুইটি বৃত্তের সমীকরণ।
 
 দ্বিতীয় বৃত্ত দ্বারা y-অক্ষের খণ্ডিতাংশের দৈর্ঘ্য কত?",2\sqrt{3},2\sqrt{5},2\sqrt{8},2\sqrt{10},2\sqrt{3},2\sqrt{5},2\sqrt{8},2\sqrt{10},d
"If in \Delta ABC, a = 5, b = 4 and c = 3, then-
 i. value of angle A is 60\degree
 ii. area of the triangle is 6 sq. unit
 iii. the triangle is right angled triangle
 Which one is correct?","\Delta ABC এর a = 5, b = 4 এবং c = 3 হলে-
 i. A কোণের মান 60\degree
 ii. ত্রিভুজের ক্ষেত্রফল 6 বর্গ একক
 iii. ত্রিভুজটি সমকোণী
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",c
What is the value of \int \frac{5}{1 - 5x}dx?,\int \frac{5}{1 - 5x}dx এর মান কোনটি?,ln(1 - 5x) + c,- ln(1 - 5x + c),\frac{ln(1 - 5x)}{5},\frac{ - ln(1 - 5x)}{5},ln(1 - 5x) + c,- ln(1 - 5x + c),\frac{ln(1 - 5x)}{5},\frac{ - ln(1 - 5x)}{5},b
"If f(x) = x^{2} + 1, then-
 i. slope of normal at point (1, 2) is - frac{1}{2}
 ii. \int_{0}^{1} \frac{2x}{f(x)} dx = ln2
 iii. the extreme point of the function is (0, 1)
 Which one is correct?","f(x) = x^{2} + 1 হলে-
 i. (1, 2) বিন্দুতে অভিলম্বের ঢাল - frac{1}{2}
 ii. \int_{0}^{1} \frac{2x}{f(x)} dx = ln2
 iii. ফাংশনটির চরম বিন্দুর স্থানাঙ্ক (0, 1)
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",d
What is value of cos15\degree?,cos15\degree এর মান কত?,\frac{\sqrt{3} - 1}{\sqrt{2}},\frac{\sqrt{3} + 1}{2\sqrt{2}},\frac{\sqrt{3} + 1}{\sqrt{2}},\frac{\sqrt{3} - 1}{2\sqrt{2}},\frac{\sqrt{3} - 1}{\sqrt{2}},\frac{\sqrt{3} + 1}{2\sqrt{2}},\frac{\sqrt{3} + 1}{\sqrt{2}},\frac{\sqrt{3} - 1}{2\sqrt{2}},b
What is the value of \lim_{x \to \infty} \frac{tan^{-1}2x}{3x} ?,\lim_{x \to \infty} \frac{tan^{-1}2x}{3x} এর মান কত?,0,\frac{1}{3},\frac{2}{3},11,0,\frac{1}{3},\frac{2}{3},11,c
"If cot\theta = \frac{3}{4} and \pi < \theta < \frac{3\pi}{2}, then sec\theta = ?",cot\theta = \frac{3}{4} এবং \pi < \theta < \frac{3\pi}{2} হলে sec\theta এর মান কত?,\frac{-5}{3},\frac{-5}{4},\frac{5}{4},\frac{5}{3},\frac{-5}{3},\frac{-5}{4},\frac{5}{4},\frac{5}{3},a
"If the centre of the circle is (6, - 4) and it touches x-axis, then what is the length of the diameter of that circle?","একটি বৃত্তের কেন্দ্র (6, -4) এবং বৃত্তটি x-অক্ষকে স্পর্শ করে, বৃত্তটির ব্যাসের মান কত?",12,8,6,4,12,8,6,4,b
\int \frac{cosx}{\sqrt{sinx}} dx = what?,\int \frac{cosx}{\sqrt{sinx}} dx = কত?,2\sqrt{cosx} + c,2\sqrt{sinx} + c,\frac{1}{2} \sqrt{cosx} + c,\frac{1}{2} \sqrt{sinx} + c,2\sqrt{cosx} + c,2\sqrt{sinx} + c,\frac{1}{2} \sqrt{cosx} + c,\frac{1}{2} \sqrt{sinx} + c,b
Area of the region bounded by the circle x^{2} + y^{2} = 1 is-,x^{2} + y^{2} = 1 বৃত্ত দ্বারা আবদ্ধ ক্ষেত্রের ক্ষেত্রফল-,\frac{\pi}{3},\frac{\pi}{2},\pi,2\pi,\frac{\pi}{3},\frac{\pi}{2},\pi,2\pi,c
The value of \int^{1}_{0} \frac{dx}{x^{2} + 1} is-,\int^{1}_{0} \frac{dx}{x^{2} + 1} এর মান-,\frac{\pi}{2},\frac{\pi}{3},\frac{\pi}{4},\frac{\pi}{6},\frac{\pi}{2},\frac{\pi}{3},\frac{\pi}{4},\frac{\pi}{6},c
"If A^{2} = A, then the matrx A is-",A^{2} = A হলে A ম্যাট্রিক্সটি-,idempotent,singular,symmetric,non-singular,সমঘাতী,ব্যতিক্রমী,প্রতিসম,অব্যতিক্রমী,a
"\begin{bmatrix} 3 & -3 & 0 \\ 5 & 4 & 3 \\ 7 & -2 & -4 \end{bmatrix} is a determinant.
 
 Minor of (2, 1)th entry is-","\begin{bmatrix} 3 & -3 & 0 \\ 5 & 4 & 3 \\ 7 & -2 & -4 \end{bmatrix} একটি নির্ণায়ক।
 
 (2, 1)তম ভুক্তির অনুরাশি-",\text{- 41},\text{- 12},12,41,\text{- 41},\text{- 12},12,41,c
"\begin{bmatrix} 3 & -3 & 0 \\ 5 & 4 & 3 \\ 7 & -2 & -4 \end{bmatrix} is a determinant.
 
 Cofactor of (3, 2)th entry is-","\begin{bmatrix} 3 & -3 & 0 \\ 5 & 4 & 3 \\ 7 & -2 & -4 \end{bmatrix} একটি নির্ণায়ক।
 
 (3, 2)তম ভুক্তির সহগুণক-",\text{- 12},\text{- 9},9,12,\text{- 12},\text{- 9},9,12,b
"if the order of matrices A, B and C are 3 \times 4, 4\times 5 and 5 \times 2 respectively then which is the order of (AB)(C)?","A, B, C ম্যাট্রিক্সত্রয়ের মাত্রা যথাক্রমে 3 \times 4, 4\times 5 ও 5 \times 2 হলে, (AB)(C) এর মাত্রা-",4 \times 5,3 \times 2,2 \times 3,3 \times 5,4 \times 5,3 \times 2,2 \times 3,3 \times 5,b
"The matrix \begin{bmatrix} 2 & -1 & 3 \\ -1 & 4 & 5 \\ 3 & 5 & 1 \end{bmatrix} is a-
 i. square matrix
 ii. symmetric matrix
 iii. non-singular matrix
 Which one is correct?","\begin{bmatrix} 2 & -1 & 3 \\ -1 & 4 & 5 \\ 3 & 5 & 1 \end{bmatrix} ম্যাট্রিক্সটি-
 i. বর্গ ম্যাট্রিক্স
 ii. প্রতিসম ম্যাট্রিক্স
 iii. অব্যতিক্রমী ম্যাট্রিক্স
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
"The ratio in which the line segment joining the points (-3, -4) and (6, 2) divides internally by y-axis, is-","(-3, -4) ও (6, 2) বিন্দুদ্বয়ের সংযোগ রেখাটি y অক্ষরেখা যে অনুপাতে অন্তর্বিভক্ত করে, তা হলো-",2 : 1,1 : 2,2 : 3,3 : 2,2 : 1,1 : 2,2 : 3,3 : 2,b
"The straight line 3x - 7y - 21 = 0 
 i. having slope + \frac{3}{7}
 ii. passes through the point (-7, -6)
 iii. intercepts 7 units from x-axis
 Which one is correct?","3x - 7y - 21 = 0 সরলরেখাটি-
 i. + \frac{3}{7} ঢালবিশিষ্ট
 ii. (-7, -6) বিন্দুগামী
 iii. x-অক্ষ হতে 7 একক দৈর্ঘ্য খন্ডিত করে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",d
Which one is the angle that the line x + \sqrt{3}y + 2 = 0 makes with the positive direction of x-axis?,x + \sqrt{3}y + 2 = 0 রেখাটি x-অক্ষের ধনাত্মক দিকের সাথে যে কোণ উৎপন্ন করে তা হলো-,180\degree,150\degree,60\degree,30\degree,180\degree,150\degree,60\degree,30\degree,b
The angle between the lines y \pm x = 0 is-,y \pm x = 0 রেখাদ্বয়ের মধ্যবর্তী কোণ-,45\degree,60\degree,90\degree,120\degree,45\degree,60\degree,90\degree,120\degree,c
The polar equation r - 4 = 0 represents-,r - 4 = 0 পোলার সমীকরণটি নির্দেশ করে-,parabola,circle,ellipse,hyperbola,পরাবৃত্ত,বৃত্ত,উপবৃত্ত,অধিবৃত্ত,b
"x^{2} + y^{2} - 2x - 2y + 1 = 0 is an equation of circle.
 
 Radius of the circle is-","x^{2} + y^{2} - 2x - 2y + 1 = 0 একটি বৃত্তের সমীকরণ।
 
 বৃত্তটির ব্যাসার্ধ-",\frac{1}{2},1,2,3,\frac{1}{2},1,2,3,b
"The equation of tangent of the circle x^{2} + y^{2} - 4x - 6y - 7 = 0 at (-2, 1) is-","x^{2} + y^{2} - 4x - 6y - 7 = 0 বৃত্তের (-2, 1) বিন্দুতে স্পর্শকের সমীকরণ-",x + 2y + 3 = 0,2x - y + 3 = 0,x - 2y + 3 = 1,2x + y + 3 = 1,x + 2y + 3 = 0,2x - y + 3 = 0,x - 2y + 3 = 1,2x + y + 3 = 1,d
"If c^{2} + a^{2} - b^{2} - ca = 0 in case of \Delta ABC, which one is \angle B?",c^{2} + a^{2} - b^{2} - ca = 0 এর ক্ষেত্রে \Delta ABC হলে \angle B এর পরিমাণ-,30\degree,45\degree,60\degree,120\degree,30\degree,45\degree,60\degree,120\degree,c
In any triangle ABC which of the following is correct?,যেকোনো ত্রিভুজ ABC এর ক্ষেত্রে নিচের কোনটি সঠিক?,c = acosB + bcosA,b = csinA + asinC,\Delta = \frac{1}{2} abcosC,cosA = \frac{b^{2} + c^{2} + a^{2}}{2bc},c = acosB + bcosA,b = csinA + asinC,\Delta = \frac{1}{2} abcosC,cosA = \frac{b^{2} + c^{2} + a^{2}}{2bc},a
"If tan\theta = \frac{1}{2}, then what is the value of sin2\theta?",tan\theta = \frac{1}{2} হলে sin2\theta? এর মান কোনটি?,\frac{3}{4},\frac{4}{3},\frac{5}{4},\frac{4}{5},\frac{3}{4},\frac{4}{3},\frac{5}{4},\frac{4}{5},d
sin^{4}\theta - cos^{4}\theta equals-,sin^{4}\theta - cos^{4}\theta সমান-,1 + 2sin^{2}\theta,1 + 2cos^{2}\theta,2sin^{2}\theta - 1,2cos^{2}\theta - 1,1 + 2sin^{2}\theta,1 + 2cos^{2}\theta,2sin^{2}\theta - 1,2cos^{2}\theta - 1,c
The slope of the curve y = ln(x) at x = 1 is-,y = ln(x) বক্ররেখাটির x = 1 বিন্দুতে ঢাল-,1,2,3,4,1,2,3,4,a
The value of \lim_{x \to 0}\frac{x(sin2x + sin3x)}{sinx} is-,\lim_{x \to 0}\frac{x(sin2x + sin3x)}{sinx} এর মান-,\text{- 2},\text{- 1},0,1,\text{- 2},\text{- 1},0,1,c
\frac{d}{dx}(2^{x}) = what?,\frac{d}{dx}(2^{x}) = কত?,x2^{x - 1},x2^{x+1},2lnx,22^{x} ln2,x2^{x - 1},x2^{x+1},2lnx,22^{x} ln2,d
The value of \lim_{x \to 0}{2 ln(1 + x) - ln(1 - x)} is-,\lim_{x \to 0}{2 ln(1 + x) - ln(1 - x)} এর মান-,0,1,2,\infty,0,1,2,\infty,a
"The equation ax + by + c = 0 represents a straight line.
 i. Slope of the straight line is - \frac{a}{b}
 ii. If c = 0, it passes through the origin
 iii. The area of the triangle formed with co-ordinate axes is \frac{1}{2} |ab| square unit
 Which one is correct?","ax + by + c = 0 সমীকরণটি একটি সরলরেখা নির্দেশ করে।
 i. সরলরেখাটির ঢাল - \frac{a}{b}
 ii. c = 0 হলে সেটি মূলবিন্দুগামী
 iii. অক্ষদ্বয়ের সাথে যে ত্রিভুজ উৎপন্ন করে তার ক্ষেত্রফল = \frac{1}{2} |ab| বর্গ একক
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
"What is the slope of the tangent at (-4, 3) to the curve x^{2} - 2y = 10?","x^{2} - 2y = 10 বক্ররেখার (-4, 3) বিন্দুতে স্পর্শকের ঢাল কত?",\text{-4},4,14,2,\text{-4},4,14,2,a
What is the maximum value of y = x(1 - x)?,y = x(1 - x) এর সর্বোচ্চ মান কত?,\text{-2},2,\text{-6},\frac{1}{4},\text{-2},2,\text{-6},\frac{1}{4},d
The distance between 4x - 3y + 2 = 0 and 8x - 6y - 9 = 0 is-,4x - 3y + 2 = 0 এবং 8x - 6y - 9 = 0 রেখাদ্বয়ের মধ্যবর্তী দূরত্ব কত?,\frac{11}{5},\frac{13}{10},\frac{11}{10},\frac{13{5},\frac{11}{5},\frac{13}{10},\frac{11}{10},\frac{13{5},b
"If \lim_{x \to a} f(x) = l and \lim_{x \to a} g(x) = m.
 i. \lim_{x \to a} [f(x) - g(x)] = l - m
 ii. \lim_{x \to a} g(x) f(x) = ml
 iii. \lim_{x \to a} \frac{g(x)}{f(x)} = \frac{l}{m}
 Which one is correct?","যদি \lim_{x \to a} f(x) = l and \lim_{x \to a} g(x) = m হয়-
 i. \lim_{x \to a} [f(x) - g(x)] = l - m
 ii. \lim_{x \to a} g(x) f(x) = ml
 iii. \lim_{x \to a} \frac{g(x)}{f(x)} = \frac{l}{m}
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",a
What is the value of \int_{0}^{\frac{\pi}{4}} \frac{dx}{1 + cos2x} dx = ?,\int_{0}^{\frac{\pi}{4}} \frac{dx}{1 + cos2x} dx এর মান কত?,0,\frac{1}{2},1,\frac{3}{2},0,\frac{1}{2},1,\frac{3}{2},b
What is the value of \int_{0}^{1} xe^{x^{2}} dx?,\int_{0}^{1} xe^{x^{2}} dx এর মান-,1 - \frac{2}{e},1,\frac{1}{2} (e - 1),\frac{1}{4} e,1 - \frac{2}{e},1,\frac{1}{2} (e - 1),\frac{1}{4} e,c
"A = \begin{bmatrix} 3 & 0 & 0 \\ 0 & 3 & 0 \\ 0 & 0 & 4 \end{bmatrix} A is a-
 i. diagonal matrix
 ii. scalar matrix
 iii. symmetric matrix
 Which one is correct?","A = \begin{bmatrix} 3 & 0 & 0 \\ 0 & 3 & 0 \\ 0 & 0 & 4 \end{bmatrix}
 A হলো-
 i. কর্ণ ম্যাট্রিক্স
 ii. স্কেলার ম্যাট্রিক্স
 iii. প্রতিসম ম্যাট্রিক্স
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",b
"If \begin{bmatrix} 2 & 3 & x \\ 3 & 4 & -5 \\ 4 & 1 & 2 \end{bmatrix} + \begin{bmatrix} -6 & 8 & 7 \\ 2 & y & -9 \\ z & 1 & 2 \end{bmatrix} = \begin{bmatrix} -4 & 3 & 7 \\ 8 & 8 & -18 \\ 0 & 5 & 2 \end{bmatrix}
 What is the value of x, y and z?","\begin{bmatrix} 2 & 3 & x \\ 3 & 4 & -5 \\ 4 & 1 & 2 \end{bmatrix} + \begin{bmatrix} -6 & 8 & 7 \\ 2 & y & -9 \\ z & 1 & 2 \end{bmatrix} = \begin{bmatrix} -4 & 3 & 7 \\ 8 & 8 & -18 \\ 0 & 5 & 2 \end{bmatrix} হলে x, y ও z এর মান কত?","-4, 8, 2","14, 12, 4","0, 4, -4","0, -4, 4","-4, 8, 2","14, 12, 4","0, 4, -4","0, -4, 4",c
"If A = \begin{bmatrix} 1 & 5 \\ -3 & 2 \end{bmatrix} and I = \begin{bmatrix} 1 & 0 \\ 0 & 1 \end{bmatrix}, IA = ?",A = \begin{bmatrix} 1 & 5 \\ -3 & 2 \end{bmatrix} এবং I = \begin{bmatrix} 1 & 0 \\ 0 & 1 \end{bmatrix} হলে IA = ?,\begin{bmatrix} 6 & 0 \\ 0 & -1 \end{bmatrix},\begin{bmatrix} 1 & -3 \\ 5 & 2 \end{bmatrix},\begin{bmatrix} 5 & 0 \\ 0 & -6 \end{bmatrix},\begin{bmatrix} 1 & 5 \\ -3 & 2 \end{bmatrix},\begin{bmatrix} 6 & 0 \\ 0 & -1 \end{bmatrix},\begin{bmatrix} 1 & -3 \\ 5 & 2 \end{bmatrix},\begin{bmatrix} 5 & 0 \\ 0 & -6 \end{bmatrix},\begin{bmatrix} 1 & 5 \\ -3 & 2 \end{bmatrix},d
If A = \begin{bmatrix} 3 & -8 \\ -2 & 5 \end{bmatrix} which is A^{-1}?,A = \begin{bmatrix} 3 & -8 \\ -2 & 5 \end{bmatrix} হলে A^{-1} কোনটি?,\begin{bmatrix} 3 & -2 \\ -8 & 5 \end{bmatrix},\begin{bmatrix} 5 & 2 \\ 8 & 3 \end{bmatrix},\begin{bmatrix} 5 & 8 \\ 2 & 3 \end{bmatrix},\begin{bmatrix} -5 & -8 \\ -2 & -3 \end{bmatrix},\begin{bmatrix} 3 & -2 \\ -8 & 5 \end{bmatrix},\begin{bmatrix} 5 & 2 \\ 8 & 3 \end{bmatrix},\begin{bmatrix} 5 & 8 \\ 2 & 3 \end{bmatrix},\begin{bmatrix} -5 & -8 \\ -2 & -3 \end{bmatrix},d
"Two straight lines x + by = 1 and ax + y = 1 intersect at (1, 1). What is the value of a and b?","দুইটি সরলরেখা x + by = 1 এবং ax + y = 1 (1, 1) বিন্দুতে ছেদ করে। a এবং b এর মান কত?","0, 0","0, 1","1, 0","1, 1","0, 0","0, 1","1, 0","1, 1",a
"f(x) = secx and g(x) = tanx
 
 \int f(x) dx = ?","f(x) = secx এবং g(x) = tanx
 
 \int f(x) dx = ?",ln \left | tan \left ( \frac{\pi}{4} - \frac{x}{2} \right ) \right | + c,ln \left | tan \left ( \frac{\pi}{4} + \frac{x}{2} \right ) \right | + c,ln |secx - tanx| + c,ln |tanx - secx| + c,ln \left | tan \left ( \frac{\pi}{4} - \frac{x}{2} \right ) \right | + c,ln \left | tan \left ( \frac{\pi}{4} + \frac{x}{2} \right ) \right | + c,ln |secx - tanx| + c,ln |tanx - secx| + c,b
"f(x) = secx and g(x) = tanx
 
 \int f(x) {1 + g(x)} dx = ?","f(x) = secx এবং g(x) = tanx
 
 \int f(x) {1 + g(x)} dx = ?",e^{x} f(x) + c,e^{x} g(x) + c,- e^{x} f(x) + c,- e^{x} g(x) + c,e^{x} f(x) + c,e^{x} g(x) + c,- e^{x} f(x) + c,- e^{x} g(x) + c,a
\int_{0}^{1} \frac{1 - x}{1 + x} dx = ?,\int_{0}^{1} xe^{x^{2}} dx এর মান-,ln2 - 2,1 - 2ln2,2ln2 - 1,2ln2 + 2,1 - \frac{2}{e},1,\frac{1}{2} (e - 1),\frac{1}{4} e,c
"If the cofactor of the (2, 1)th entry of \begin{bmatrix} 1 & 2 & 5 \\ 0 & 1 & 2 \\ 3 & 1 & x \end{bmatrix} is 5, what is the value of x?","\begin{bmatrix} 1 & 2 & 5 \\ 0 & 1 & 2 \\ 3 & 1 & x \end{bmatrix} এর (2, 1) তম ভুক্তির সহগুণক 5 হলে x এর মান কত?",0,\frac{5}{2},5,10,0,\frac{5}{2},5,10,a
"The Cartesian co-ordinates of (3, 270\degree) is-","(3, 270\degree) বিন্দুটির কার্তেসীয় স্থানাঙ্ক-","(-3, 0)","(0, -3)","(3, -3)","(0, 0)","(-3, 0)","(0, -3)","(3, -3)","(0, 0)",b
"What is the length of the tangent of the circle 2x^{2} + 2y^{2} - x + 3y + 1 = 0 at point (1, 1)?","(1, 2) বিন্দু হতে 2x^{2} + 2y^{2} - x + 3y + 1 = 0 বৃত্তের উপর অঙ্কিত স্পর্শকের দৈর্ঘ্য কত?",\sqrt{\frac{1}{2}},\sqrt{7},\sqrt{\frac{7}{2}},\sqrt{2},\sqrt{\frac{1}{2}},\sqrt{7},\sqrt{\frac{7}{2}},\sqrt{2},c
"What is the polar coordinates of the point (- \sqrt{2}, - \sqrt{2})?","(- \sqrt{2}, - \sqrt{2}) বিন্দুর পোলার স্থানাঙ্ক কোনটি?","\left ( 2, - \frac{3\pi}{2} \right )","\left ( 2, \frac{3\pi}{2} \right )","\left ( 2, - \frac{5\pi}{2} \right )","\left ( 2, \frac{5\pi}{2} \right )","\left ( 2, - \frac{3\pi}{2} \right )","\left ( 2, \frac{3\pi}{2} \right )","\left ( 2, - \frac{5\pi}{2} \right )","\left ( 2, \frac{5\pi}{2} \right )",d
What is the inverse matrix of \begin{bmatrix} 7 & 6 \\ 8 & 7 \end{bmatrix},\begin{bmatrix} 7 & 6 \\ 8 & 7 \end{bmatrix} এর বিপরীত ম্যাট্রিক্স কোনটি?,\begin{bmatrix} -7 & 8 \\ 6 & -7 \end{bmatrix},\begin{bmatrix} 7 & -6 \\ -8 & 7 \end{bmatrix},\begin{bmatrix} 7 & -8 \\ -6 & 7 \end{bmatrix},\begin{bmatrix} -7 & 6 \\ 8 & -7 \end{bmatrix},\begin{bmatrix} -7 & 8 \\ 6 & -7 \end{bmatrix},\begin{bmatrix} 7 & -6 \\ -8 & 7 \end{bmatrix},\begin{bmatrix} 7 & -8 \\ -6 & 7 \end{bmatrix},\begin{bmatrix} -7 & 6 \\ 8 & -7 \end{bmatrix},b
"What is the equation of the normal of the curve y = x^{3} - 8x^{2} + 7 at point (1, 1)?","y = x^{3} - 8x^{2} + 7 বক্ররেখার (1, 1) বিন্দুতে অভিলম্বের সমীকরণ কোনটি?",13x - y + 12 = 0,13x + y + 12 = 0,x + 13y + 12 = 0,x - 13y + 12 = 0,13x - y + 12 = 0,13x + y + 12 = 0,x + 13y + 12 = 0,x - 13y + 12 = 0,d
If tany = \frac{2t}{1 - t^{2}} and sinx = \frac{2t}{1 + t^{2}}; then \frac{dy}{dx} = ?,"tany = \frac{2t}{1 - t^{2}}, sinx = \frac{2t}{1 + t^{2}} হলে \frac{dy}{dx} = ?",2,\sqrt{2},0,1,2,\sqrt{2},0,1,d
"If three sides of a triangle are 3, 5, 7 units respectively, then-
 i. the perimeter of the triangle is 15 unit
 ii. the area of the triangle is \frac{15}{2}\sqrt{3} square unit
 iii. the greatest angle of the triangle is 120\degree 
 Which one is correct?","একটি ত্রিভুজের বাহুগুলোর দৈর্ঘ্য যথাক্রমে 3, 5, 7 একক হলে-
 i. ত্রিভুজটির পরিসীমা 15 একক
 ii. ত্রিভুজটির ক্ষেত্রফল \frac{15}{2}\sqrt{3} বর্গ একক
 iii. ত্রিভুজটির বৃহত্তম কোণ 120\degree 
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i এবং ii,i এবং iii,ii এবং iii,"i, ii এবং iii",b
What is the value of \int_{0}^{1} \frac{e^{\sqrt{x}}}{\sqrt{x}} dx?,\int_{0}^{1} \frac{e^{\sqrt{x}}}{\sqrt{x}} dx এর মান কোনটী?,2e^{-1},2(e - 1),\frac{2}{e} - 1,1 - \frac{1}{e},2e^{-1},2(e - 1),\frac{2}{e} - 1,1 - \frac{1}{e},b
What is the value of \frac{1 - tan^{2}(45\degree + x)}{1 + tan^{2}(45\degree + x)}?,\frac{1 - tan^{2}(45\degree + x)}{1 + tan^{2}(45\degree + x)} এর মান কোনটি?,\text{- cos2x},sin2x,\text{- sin2x},cos2x,\text{- cos2x},sin2x,\text{- sin2x},cos2x,c
"If the line 4x + 3y = a touches the circle x^{2} + y^{2} - 4x = 0, then-
 i. centre of the circle is at (2, 0)
 ii. radius of the circle is 4
 iii. the value of a is 18 or - 2
 Which one is correct?","4x + 3y = a রেখাটি x^{2} + y^{2} - 4x = 0 বৃত্তকে স্পর্শ করলে-
 i. বৃত্তের কেন্দ্র (2, 0)
 ii. বৃত্তের ব্যাসার্ধ 4
 iii. a এর মান 18 অথবা - 2
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i এবং ii,ii এবং iii,i এবং iii,"i, ii এবং iii",c
What is the value of \int \frac{x dx}{\sqrt{1 - x}}?,\int \frac{x dx}{\sqrt{1 - x}} এর মান কোনটি?,\frac{2}{3} (1 - x)^{\frac{3}{2}} - 2(1 - x)^{\frac{1}{2}} + c,- \frac{2}{3} (\sqrt{1 - x}) (x + 2) + c,\frac{1}{3} (1 - x)^{\frac{3}{2}} - (1 - x)^{\frac{1}{2}} + c,\frac{2}{3}(\sqrt{1 - x}) (x + 2) + c,\frac{2}{3} (1 - x)^{\frac{3}{2}} - 2(1 - x)^{\frac{1}{2}} + c,- \frac{2}{3} (\sqrt{1 - x}) (x + 2) + c,\frac{1}{3} (1 - x)^{\frac{3}{2}} - (1 - x)^{\frac{1}{2}} + c,\frac{2}{3}(\sqrt{1 - x}) (x + 2) + c,a
"If the form of the matrices A, B and C are m \times n, n \times m and m \times s respectively, then what is the form of the matrix (A^{T} + B)C?","A, B এবং C ম্যাট্রিক্সগুলোর আকার যথাক্রমে m \times n, n \times m এবং m \times s হলে (A^{T} + B)C ম্যাট্রিক্সের আকার হবে-",m \times s,s \times n,n \times m,n \times s,m \times s,s \times n,n \times m,n \times s,d
"A = \begin{bmatrix} x+4 & 8 \\ 2 & x-2 \end{bmatrix} is a matrix.
 
 If A is a singular matrix, then which of the following is the value of x?","A = \begin{bmatrix} x+4 & 8 \\ 2 & x-2 \end{bmatrix} একটি ম্যাট্রিক্স।
 
 যদি A ম্যাট্রিক্সটি ব্যতিক্রমী হয়, তবে x এর মান নিচের কোনটি?","\text{- 4, 2}","\text{- 2, 4}","\text{- 4, 6}","\text{- 6, 4}","\text{- 4, 2}","\text{- 2, 4}","\text{- 4, 6}","\text{- 6, 4}",d
