English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"Concave mirror is used-
 i. for medical equipment 
 ii. For telesope
 iii. Daily use
 Which one is correct?","অবতল আয়না ব্যবহৃত হয়- 
 i. ডাক্তারী কাজে 
 ii. টেলিস্কোপে 
 iii. দৈনন্দিন জীবনে 
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
"Example of periodic motion-
 i. water wave 
 ii. Vibrational motion of heart 
 iii. hands clock
 Which one is correct?","পর্যায়বৃত্ত গতির উদাহারণ- 
 i. পানির তরঙ্গ
 ii. হৃৎপিন্ডের স্পন্দন 
 iii. ঘড়ির কাঁটার গতি
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Which one of the following is neno second?,নিচের কোনটি ন্যানো সেকেন্ড?,10^{-6} sec,10^{-9} sec,10^{6} sec,10^{9} sec,10^{-6} sec,10^{-9} sec,10^{6} sec,10^{9} sec,b
"the example of derived quantuty is -
 i. Power 
 ii. Electric intensity
 iii.luminous intesity
 Which one is correct?","লব্ধ রাশির উদাহরণ হচ্ছে- 
 i. ক্ষমতা
 ii. তড়িৎ তিব্রতা
 iii. দীপন তিব্রতা
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
How many fundamental forces exist in nature?,প্রকৃতিতে বিদ্যমান মৌলিক বল কয়টি?,2,3,4,5,2 টি,3 টি,4 টি,5 টি,c
"A boy passed \frac{3}{4} of circumference of a circular path of radius 20 m.
 
 What is the displacement of the boy?","একজন ছেলে একটি 20 m ব্যাসার্ধের একটি মাঠে পরিধি বরাবর পরিধির \frac{3}{4} অংশ গমন করে।
 
 ছেলেটির সরণ কত?",28.28 m,60 m,94.248 m,942.48 m,28.28 m,60 m,94.248 m,942.49 m,a
"A boy passed \frac{3}{4} of circumference of a circular path of radius 20 m.
 
 The above stem indicates the boy's-
 i. velocity 
 ii. speed
 iii.periodic motion
 Which one is correct?","একজন ছেলে একটি 20 m ব্যাসার্ধের একটি মাঠে পরিধি বরাবর পরিধির \frac{3}{4} অংশ গমন করে।
 
 উদ্দীপকের ঘটনাটিতে ছেলেটির- 
 i. বেগ নির্দেশ করে 
 ii. দ্রুতি নির্দেশ করে 
 iii. পর্যায়বৃত্ত গতি নির্দেশ করে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
If in a chain reaction in fission process 1 kg mass is decreased the emitted power will be -,"যদি কোন শৃঙ্খলিত বিক্রিয়ার ফিশন প্রক্রিয়ার ভর লোপ পায়, তবে নির্গত শক্তি হয়-",9 \times 10^{19} J,9 \times 10^{16} J,4.5 \times 10^{6} J,3 \times 10^{8} J,9 \times 10^{19} J,9 \times 10^{16} J,4.5 \times 10^{6} J,3 \times 10^{8} J,b
Which one from below is the most common form of energy,শক্তি সবচেয়ে সাধারণ রুপ কোনটি?,Heat energy,Mechanucal energy,Lightr energy,Electric energy,তাপ শক্তি,যান্ত্রিক শক্তি,আলোক শক্তি,বিদ্যুৎ শক্তি,b
In which of the following two objects gravitatiomaf force acts between -,নিচের কোন দুইটি বস্তুর মধ্যে অভিকর্ষ বল ক্রিয়া করে?,moon and sun,earth and book,mercury and venus,chair and table,চন্দ্র ও সূর্য,পৃথিবী ও বই,বুধ ও শুক্রু,চেয়ার ও টেবিল,b
When a person used a hand fan for blowing wind what happened for thet perdon?,হাত পাখা দিয়ে বাতাস করলে ব্যক্তির ক্ষেত্রে-,Mechanical energy is converted to sound energy,Nuclear energy is converted ti mechanical energy,Chemical energy is converted to mea = chanical energy,chemical energy is converted to heat energy,যান্ত্রিক শক্তি শব্দ শক্তিতে রুপান্তরিত হয়,নিউক্লিয় শক্তি যান্ত্রিক শক্তিতে রুপান্তরিত হয়,রাসায়নিক শক্তি যান্ত্রিক শক্তিতে রুপান্তরিত হয়,রাসায়নিক শক্তি তাপ শক্তিতে রুপান্তরিত হয়,c
Which has no free electrons ?,কোনটির মধ্যে মুক্ত ইলেকট্রন থাকে না ?,conductor,Insulator,Semi confuctor,supre conductor,পরিবাহী,অপরিবাহী,অর্ধ- পরিবাহী,সুপরিবাহী,b
"Equilibrium force is effected-
 i. when a ship floats on water 
 ii. When an onject falls from fop fo bottom 
 iii.when a person is sitting in a chair
 Which one is correct?","সাম্য বল ক্রিয়াশীল- 
 i. জাহাজ পানিতে ভাষার সময়
 ii. একটি বস্তুর উপর থেকে নিচে পড়ার সময়
 iii. কোনো ব্যক্তি চেয়ারে বসে থাকার সময়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
How many farad is equal to one pico farad?,একা পিকো ফ্যারাড সমান কত ফ্যারাড ?,10^{-15},10^{-12},10^{12},10^{15},10^{-15},10^{-12},10^{12},10^{15},b
"T = 2\pi\sqrt\frac{1}{g}}, T = time period, i = menght of string, g = accemeration due to gravity 
  in the above stem, when the time period will be maximum?
 i. If increases the mass of pendulum 
 ii. If increases the mass length of string 
 iii. If decreases the value of 'g'
 Which one is correct?","T = 2\pi \sqrt{\frac{l}{g}} এখানে T \rightarrow দোলনকাল, সুতার দৈর্ঘ্য, g = মাধ্যাকর্ষণজনিত ত্বরণ। উদ্দীপকের দোলনকাল T কখন বেশি হবে?
 i. পেন্ডুলামের ভর বৃদ্ধি পেলে
 ii. সুতার দৈর্ঘ্য বৃদ্ধি পেলে
 iii. g এর মান কমলে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
"If the mass of the object is 10 kg, how many joules of potential energy at point A?",বস্তুটির ভর 10kg হলে A বিন্দুতে বিভব শক্তি কত জুল?,2940 J,2900 J,2840 J,2800 J,2940 J,2900 J,2840 J,2800 J,a
What is the rate of change of distance travelled?,অতিক্রান্ত দূরত্ব পরিবর্তনের হারকে কি বলে?,Displacement,Speed,Velocity,Acceleration,সরণ,দ্রুতি,বেগ,ত্বরণ,b
Which instrument is used to measure the diameter of a solid thin wire?,নিরেট সরু তারের ব্যাস মাপা হয় কোন যন্ত্রের সাহায্যে?,Meter scale,Screwgauge,Slide Calipers,Vernier scale,মিটার স্কেল,স্ক্রু গজ,স্লাইড ক্যালিপার্স,ভার্নিয়ার স্কেল,b
"The reason for red roses look red is-
 i. only red colour is reflected
 ii. absorb all colors except red
 iii. the wavelength of red light is more
 Which one is correct?","লাল গোলাপ ফুল লাল দেখার কারণ-
 i. কেবল লাল রঙ প্রতিফলন করে
 ii. লাল রঙ ছাড়া সব রং শোষণ করে
 iii. লাল আলোর তরঙ্গদৈর্ঘ্য বেশি
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",a
Which one is the most common form of energy?,কোনটি শক্তির সবচেয়ে সাধারণ রূপ?,Mechanical energy,Chemical energy,Light energy,Kinetic energy,যান্ত্রিক শক্তি,রাসায়নিক শক্তি,আলোক শক্তি,গতি শক্তি,a
What is the speed of pushing a box without turning is upside down?,একটি বাক্সকে ধাক্কা দিলে এটি না উল্টিয়ে যে গতি লাভ করে তা-,Vibrational moties,Translational motion,Periodic motion,Circular motion,স্পন্দন গতি,চলন গতি,পর্যায়বৃত্ত গতি,ঘূর্ণন গতি,b
"If the 10 divisions of vernier scale is equal to 9 divisions of main scale, what is the value of vernier constant?",যদি ভার্নিয়ার স্কেলের 10 ঘর প্রধান স্কেলের 9 ঘরের সমান হয় তবে ভার্নিয়ার ধ্রুবক কত হবে?,0.01 mm,0.1 mm,0.11 mm,0.12 mm,0.01 mm,0.1 mm,0.11 mm,0.12 mm,b
Where is the radius of curvature of plane mirror situated?,সমতল দর্পণের বক্রতার কেন্দ্র কোথায় অবস্থিত?,In principal focus,In fous plane,In secondary focus,At infinity,প্রধান ফোকাসে,ফোকাস তলে,গৌণ ফোকাসে,অসীমে,d
Which one is the dimension of power?,ক্ষমতার মাত্রা কোনটি?,MLT^{-2},ML^{2}T^{-2},ML^{-1}T^{-3},ML^{2}T^{-3},MLT^{-2},ML^{2}T^{-2},ML^{-1}T^{-3},ML^{2}T^{-3},d
How is resistence related with the area of cross-section?,রোধ প্রস্থচ্ছেদের ক্ষেত্রফলের সাথে কীভাবে সম্পর্কযুক্ত?,Inversely proportionate,Proportionate,Square of inversely proportionate,Square root of inversely proportionate,ব্যাস্তানুপাতে,সমানুপাতে,বর্গের ব্যস্তানুপাতে,বর্গমূলের ব্যস্তানুপাতে,a
What is the value of the wavelength of visible light?,দৃশ্যমান আলোর তরঙ্গদৈর্ঘ্য কত?,400 nm-500 nm,400 nm-600 nm,400 nm-700 nm,500 nm-700 nm,400 nm-500 nm,400 nm-600 nm,400 nm-700 nm,500 nm-700 nm,c
"If an object of length 5 cm is placed at the centre of curvaure of concave mirror then-
 i. the linear magnification is 
 ii. the size of image is diminished
 iii. the nature of image is real and inverse 
 Which one is correct?","একটি অবতল দর্পণের বক্রতার কেন্দ্রের 5 cm দৈর্ঘ্যের একটি লক্ষ্যবস্তু রাখা হলে-
 i. এর রৈখিক বিবর্ধন 1
 ii. বিম্বের আকৃতি খর্বিত
 iii. প্রতিবিম্বের প্রকৃতি সব ও উল্টা
 নিচের কোনটি সঠিক?",i,ii,i and iii,"i, ii and iii",i,ii,i and iii,"i, ii and iii",c
how much electricity can flow directly through the heart to kill a person?,সরাসরি হৃৎপিণ্ডের ভিতর দিয়ে কত মাত্রার বিদ্যুৎ প্রবাহিত হলে মানুষ মারা যেতে পারে?,5 mA,10 mA,68 mA,20 mA,5 mA,10 mA,68 mA,20 mA,c
Which formula is used for throwing a object?,নিক্ষিপ্ত বস্তুর ক্ষেত্রে নিচের কোণ সূত্র ব্যবহার করা হয়?,v^{2}-v^{2}-2gh,v = u + gt,v^{2} = v^{2}-2gh,h-vt+\frac{1}{2}gt^{2},v^{2}-v^{2}-2gh,v = u + gt,v^{2} = v^{2}-2gh,h-vt+\frac{1}{2}gt^{2},c
How fast will an object his the ground if it is released from the root of 40 m high building?,40 m উঁচু দালানের ছাদ থেকে কোনো বস্তু ছেড়ে দিলে এটি কত বেগে ভূ-পৃষ্ঠকে আঘাত করবে?,784ms^{-1},28ms^{-1},19.79ms^{-1},14 ms^{-1},784ms^{-1},28ms^{-1},19.79ms^{-1},14 ms^{-1},b
Which of the followig indistress the linear distance between the beginning and the and of an object moving in a circular path?,বাঁকা পথে গতিশীল একটি বস্তুর আদি ও শেষ অবস্থানের সরলরৈখিক দূরত্ব নিচের কোনটি নির্দেশ করে?,Displacement,Travelling distance,Velocity,Speed,সরণ,অতিক্রান্ত দূরত্ব,বেগ,দ্রুতি,a
What is the value of potential difference of commonly used cell?,সাধারণ যে ব্যাটারী সেলগুলো ব্যবহার করা হয় তার বিভব পার্থক্য কত?,4.5 V,3.6 V,1.5 V,1.25 V,4.5 V,3.6 V,1.5 V,1.25 V,c
What is the degree to which the two mirrors do not change right-left when used as mirros with each other?,দুইটি আয়নাকে পরস্পরের সাথে কত ডিগ্রীতে রেখে আয়না হিসাবে ব্যবহার করলে ডান-বামের পরিবর্তন হয় না?,45\degree,60\degree,90\degree,120\degree,45\degree,60\degree,90\degree,120\degree,c
Which one is the resistivity of copper?,তামার রোধকত্ব কোনটি?,1.6 \times 10^{-8}\Omega m,1.68 \times 10^{-8}\Omega m,2.44 \times 10^{-8}\Omega m,5.5 \times 10^{-8}\Omega m,1.6 \times 10^{-8}\Omega m,1.68 \times 10^{-8}\Omega m,2.44 \times 10^{-8}\Omega m,5.5 \times 10^{-8}\Omega m,b
If the kinetic energy becomes 4 times of the body of fixed mass how many times of velocity of that body?,নির্দিষ্ট ভরের বস্তুর গতিশক্তি 4 গুণ করলে বেগ কতগুণ হবে?,\frac{1}{4},\frac{1}{2},2,16,\frac{1}{4},\frac{1}{2},2,16,c
"If three resistances of 2\Omega are connected in parallel, what is the value of equivalent resistance?",2\Omega রোধের তিনটি রোধ পরস্পর সমান্তরালে সংযুক্ত করলে তুল্য রোধের মান কত ওহম হবে?,6,4,0.55,0.67,6,4,0.55,0.67,d
"100W-220V is marked on a bulb, this means
 i. the resistance of bulb is 484\Omega
 ii. the bulb transferred 100J electrical energy into hight energy per second
 iii. the flow of current through the bulb is 0.455 A
 Which one is correct?","একটি বাল্বের গায়ে 100W-220V লেখা আছে, এর অর্থ-
 i. বাল্বটির রোধ 484\Omega
 ii. বাল্বটির প্রতি সেকেন্ডে 100 J বিদ্যুৎ শক্তি তাপ ও আলোক শক্তিতে রূপান্তরিত করে
 iii. বাল্বটি 0.455 A বিদ্যুৎ প্রবাহিত হয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",d
Using vernier scale minimum how much length can be measured? When number of vernier divisions is 10.,ভার্নিয়ার স্কেলের সাহায্যে সর্বনিম্ন কত দৈর্ঘ্য পর্যন্ত মাপা যায় তখন যখন ভার্নিয়ার ভাগ সংখ্যা 10 ।,0.01m,10. 0.1 m,0.001m,0.001m,0.1m,0.01 m,0.001 m,0.0001 m,d
Which one of the following is not unit of spring constant?,নিচের কোনটি স্প্রিং ধ্রুবকের একক নয়?,kgs^{-1},Nm^{-1},Jm^{-2},Kgs^{-2},kgs^{-1},Nm^{-1},Jm^{-2},Kgs^{-2},a
By which instrument length can be measured accurately?,কোন যন্ত্রের সাহায্যে সরাসরি নিখুঁতভাবে দৈর্ঘ্য মাপা যায়?,Meter scale,Vernier scale,Slide calipers,Digital slide calipers,মিটার স্কেল,ভার্নিয়ার স্কেল,স্লাইড ক্যালিপার্স,ডিজিটাল স্লাইড ক্যালিপার্স,d
To complete on cycle of a circular path of radius 100 m a man takes 2 min. What will be the displacement after 1 min?,100 মিটার ব্যাসার্ধবিশিষ্ট একটি বৃত্তাকার পথ একবার ঘুরে আসতে এক ব্যক্তির সময় লাগে 2 মিনিট। এক মিনিট ঘুরার পর তার সরণ কত হবে?,0,100 m,200 m,314.16 m,0,100 মিটার,200 মিটার,314.16 মিটার,c
"If main scale reading M, vernier concides V and vernier constant VC then to measure wide which is correct","প্রধান স্কেলের পাঠ M, ভার্নিয়ার সমপাতন V এবং ভার্নিয়ার ধ্রুবক VC হলে প্রস্থ পরিমাপের ক্ষেত্রে কোনটি সঠিক?",M \times V \times VC,M \times V + VC,M + V + VC,M + V \times VC,M /times V /times VC,M /times V + VC,M + V + VC,M + V \times VC,d
Which one of the following is vector quantity?,নিচের কোনটি ভেক্টর রাশি?,Speed,Force,Heat,Work,দ্রুতি,বল,তাপ,কাজ,b
Which energy will be found when astone fallen from a height?,উপর থেকে পড়া একটি পাথর মাটিতে স্পর্শ করলে কোন শক্তিতে রূপান্তর হয়?,Heat energy,Potential energy,Kinetic energy,Geothermal energy,তাপশক্তি,বিভব শক্তি,গতিশক্তি,ভূতাপীয় শক্তি,c
Which one is correct?,নিচের কোনটি সঠিক?,v = st,s = ut + \frac{1}{2} at,v^{2} = 2as,t = \left ( \frac{u + v}{2} \right ) s,v = st,s = ut + \frac{1}{2} at,v^{2} = 2as,t = \left ( \frac{u + v}{2} \right ) s,c
Dimension of energy-,শক্তির মাত্রা কোনটি?,MLT^{-1},MLT^{-2},ML^{2}T^{-3},ML^{2}T^{-2},MLT^{-1},MLT^{-2},ML^{2}T^{-3},ML^{2}T^{-2},d
A free falling body travels 25 m in 5s. I What distance will cover in 6th second?,মুক্তভাবে পড়ন্ত একটি বস্তু 5 s এ 25 m দূরত্ব অতিক্রম করে। ৬ষষ্ঠ সেকেন্ডে বস্তুটি আর কত দূরত্বে যাবে?,36 m,30 m,11 m,5 m,36 m,30 m,11 m,5 m,c
If length reduces to half what will be changed in resistance?,পরবাহীর দৈর্ঘ্য অর্ধেক করা হলে রোধের কী পরিবর্তন হবে?,\frac{1}{4} times,\frac{1}{2} times,2 times,4 times,\frac{1}{4} গুণ,\frac{1}{2} গুণ,2 গুণ,4 গুণ,b
"If the body falls freely from C-
 i. total energy at A is 9800J
 ii. velocity of the body at B is 34.29 ms""
 iii. at point B, Kinetic energy and potential energy are equal 
 Which one is correct?","বস্তুটি C থেকে মুক্তভাবে পড়লে-
 i. A বিন্দুতে 9800J
 ii. B বিন্দুতে বস্তুটির বেগ 34.29 ms^{-1}
 iii. B বিন্দুতে গতিশক্তি ও বিভব শক্তি সমান 
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",a
In chain reaction of Uranium how many neutrons will be emitted?,ইউরেনিয়ামের চেইন বিক্রিয়ার দ্বিতীয় ধাপে কতটি নিউট্রন নির্গত হয়?,2,3,6,9,2 টি,3 টি,6 টি,9 টি,d
If a body is thrown vertically upward with a velocity of 19.6 ms^{-1} then what will be its maximum height?,একটি বস্তুকে 19.6 ms^{-1} বেগে খাড়া উপরের দিকে নিক্ষেপ করলে বস্তুটি সর্বোচ্চ কত উচ্চতায় উঠবে?,2 m,4.9 m,"9,8 m",19.6 m,2 m,4.9 m,"9,8 m",19.6 m,d
Which ray emits from remote controller?,রিমোট কন্ট্রোলার থেকে কোন ধরনের আলো বের হয়?,Ultra violet,Microwave,X-ray,Infrared,আল্ট্রা ভায়োলেট,মাইক্রোওয়েভ,এক্স-রে,ইনফ্রারেড,d
"The image-
 i. virtual and erect
 ii. larger than object
 iii. formed at focus
 Which one is correct?","বিম্বটি-
 i. অবাস্তব ও সোজা
 ii. লক্ষ্যবস্তু থেকে বড়
 iii. প্রধান ফোকাসে গঠিত হবে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i and ii,i and iii,ii and iii,"i, ii and iii",a
How is looked the yellow flower thorugh a blue glass?,নীল কাচের মধ্য দিয়ে হলুদ ফুল কেমন দেখাবে?,White,Blue,Yellow,Black,সাদা,নীল,হলুদ,কালো,d
At what angle two normal mirrors should be keeped due to left-right side unchanged of an image?,সাধারণ আয়নায় প্রতিবিম্ব ডান-বাম অবিকৃত রাখতে হলে দুটি আয়নাকে কত কোণে রাখতে হয়?,30\degree,45\degree,60\degree,90\degree,30\degree,45\degree,60\degree,90\degree,d
1 Tera = ?,1 টেরা = কত?,10^{15},10^{12},10^{-12},10^{-15},10^{15},10^{12},10^{-12},10^{-15},b
"If an object does not have acceleratoion-
 i.Work w = 0
 ii.Force F = 0
 iii. Initial velocity u = Final velocity v 
 Which one is correct?","কোনো বস্তুর ত্বরণ না থাকলে-
 i. কাজ w = 0
 ii. বল F = 0
 iii. আদিবেগ u = শেষবেগ v 
 নিচের কোনটি সঠিক?",i,ii,i and ii,"I, ii and iii",i,ii,i ও ii,"I, ii ও iii",d
If the length of a rod is (12 \pm 0.05) cm what will be the relative error of the length measurement?,একটি দণ্ডের দৈর্ঘ্য (12 \pm 0.05) cm. দৈর্ঘ্য পরিমাপের আপেক্ষিক ত্রুটি কত?,12.05,11.95,0.42,0.0042,12.05,11.95,0.42,0.0042,c
What is the unit of power?,ক্ষমতার একক কোনটি?,kgm^{2}s^{-3},kgm^{2}s^{-2},kgms^{-2},kgm^{-1}s^{-2},kgm^{2}s^{-3},kgm^{2}s^{-2},kgms^{-2},kgm^{-1}s^{-2},a
"If 2 ms^{-2} acceleration is applied to an object in rest, what time will it take to get 20^{-1} ms^{-1} velocity?",কোনো স্থির বস্তুতে 2 ms^{-2} ত্বরণ সৃষ্টি করলে কত সময় পর 20^{-1} ms^{-1} বেগ প্রাপ্ত হবে?,0.1 s,10 s,18 s,40 s,0.1 s,10 s,18 s,40 s,b
"If an object of 2 kg mass in rest is dropped from above, it falls 36 m in 3 is.
 
 what is the acceleration of the object?","2kg ভরের একটি স্থির বস্তুকে উপর থেকে ছেড়ে দিলে 2 s-এ 36 m পথ অতিক্রম করে।
 
 বস্তুটির ত্বরণ কত?",4ms^{-2},4.9 ms^{-2},8 ms^{-2},9.8 ms^{-2},4ms^{-2},4.9 ms^{-2},8 ms^{-2},9.8 ms^{-2},c
"If an object of 2 kg mass in rest is dropped from above, it falls 36 m in 3 is.
 
 In that event -
 i.fluid friction is 3.6 N
 ii.travelled distance is 6s is 72 m 
 iii.velocity after 3 is 29.4 ms^{-1}
 Which one is correct?","2kg ভরের একটি স্থির বস্তুকে উপর থেকে ছেড়ে দিলে 2 s-এ 36 m পথ অতিক্রম করে।
 
 উক্ত ঘটনায়
 i. প্রবাহী ঘর্ষণ 3.6 N
 ii. 6 s-এ অতিক্রান্ত দূরত্ব 72 m 
 iii. 3 s-পর বেগ 29.4 ms^{-1}
 নিচের কোনটি সঠিক?",i,iii,I and ii,"I, ii and iii",i,iii,i ও ii,"I, ii ও iii",a
Which of the following is right based on stronger force?,সফলতার উপর ভিত্তি করে নিচের কোনটি সঠিক?,Electromagnetic > strong Nuclear > weak nuclear > c,strong nuclear > Electromagnetic > weak nuclear > gravitational,gravitational > weak nuclear > strong Nuclear > Electromagnetic,weak nuclear > gravitational > Electromagnetic > strong Nuclear,বিদ্যুৎ চৌম্বকীয় > সবল নিউক্লিয় > দুর্বল নিউক্লিয় > মহাকর্ষ,সবল নিউক্লিয় > বিদ্যুৎ চৌম্বকীয় > দুর্বল নিউক্লিয় > মহাকর্ষ,মহাকর্ষ > দুর্বল নিউক্লিয় > সবল নিউক্লিয় > বিদ্যুৎ চৌম্বকীয়,দুর্বল নিউক্লয় > মহাকর্ষ > বিদ্যুৎ চৌম্বকীয় > সবল নিউক্লিয়,b
Which one is the dimension of stress?,পীড়নের মাত্রা কোনটি?,ML2T^{-3},ML^{2}T^{-2},ML^{-1}T^{-2},MLT^{-2},ML2T^{-3},ML^{2}T^{-2},ML^{-1}T^{-2},MLT^{-2},c
Bats while flying use the property of sound-,বাদুড় পথ চলার সময় ব্যবহার করে শব্দের-,reflection,refraction,interence,super position,প্রতিফলন,প্রতিসরণ,ব্যতিচার,উপরিপাতন,a
20j more energy is applied to a movinf object of 10 kg mass and 5 ms^{-1} velocity fowaeds the direction of the motion. What will be the velocity of the object?,5 ms^{-1} বেগে গতিশীল 10 kg ভরের একটি বস্তুর উপর গতির দিকে আরো 20 J শক্তি প্রদান করা হলো। বস্তুটির বেগ কত হবে?,3.8 ms^{-1},5.39 ms^{1},14.5 ms^{-1},29 ms^{-1},3.8 ms^{-1},5.39 ms^{1},14.5 ms^{-1},29 ms^{-1},b
"If an object is placed on F point, what will be the magnification of the image?",একটি বস্তু F বিন্দুতে রাখা হলে বস্তুটির বিম্বের বিবর্ধন হবে-,Less then 1,Greater than 1,Equal to 1,Inficity (oc),1 এর চেয়ে কম,1 এর চেয়ে বেশি,1 এর সমান,অসীম (\inft),d
Which colour has the least wave length?,কোন রঙ এর তরঙ্গদৈর্ঘ্য সবচেয়ে কম?,violet,Blue,Green,Red,বেগুনী,নীল,সবুজ,লাল,a
"If 4 bulbs of 12 v - 3 W are connected in a ceries, what will be the equivalent resistance?",12 v - 3 W এর চারটি বাল্ব সিরিজে যুক্ত হলে তুল্যরোধ কত হবে?,0.021\Omega,0.25\Omega,48\Omega,192\Omega,0.021\Omega,0.25\Omega,48\Omega,192\Omega,d
"When you bring down a set of books kept on a high self by your hands, then- 
 i.the work done by you is positive
 ii.the work done by gravitational force is positive
 iii. The books absorb energy from you
 Which one is correct?","উঁচু তাকে রাখা এক সেট বই তুমি যখন হাত দিয়ে নিচে নামাবে, তখন-
 i. তোমার দ্বারা কৃতকাজ ধনাত্মক
 ii. অভিকর্ষ বল দ্বারা কৃতকাজ ধনাত্মক
 iii. বইটি তোমার হতে শক্তি নিয়ে নেয়
 নিচের কোনটি সঠিক?",i,ii,i and iii,"I, ii and iii",i,ii,i ও iii,"I, ii ও iii",b
Which of the following is the weakest frictional force?,সবচেয়ে দুর্বল ঘর্ষণ বল নিচের কোনটি?,Static friction,Sliding Friction,Rolling friction,Fluid friction,স্থিতি ঘর্ষণ,গতি ঘর্ষণ,আবর্ত ঘর্ষণ,প্রবাহী ঘর্ষণ,c
The wave length of ehich of the followinf is laeger than that of the visiblw light?,নিচের কোনটি তরঙ্গদৈর্ঘ্য দৃশ্যমান আলোর তরঙ্গদৈর্ঘ্যের চেয়ে বড়?,Gamman Ray,X-ray,Radio wave,Ulteaviolet,গামা রে,এক্স-রে,রেডিও ওয়েভ,আল্ট্রাভায়োলেট,c
"The kinetic energy of a moving onject eill be 4 timer if -
 i.velocity is double 
 ii. both celocity and mass are double 
 iii. Velocity is double and mass is half
 Which one is correct?","কোনো গতিশীল বস্তুর গতিশক্তি চারগুণ হবে, যদি-
 i. বেগ দ্বিগুণ হয়
 ii. বেগ ও ভর উভয়ই দ্বিগুণ হয়
 iii. বেগ দ্বিগুণ ও ভর অর্ধেক হয়
 নিচের কোনটি সঠিক?",i,ii,i and ii,ii and iii,i,ii,i ও ii,ii ও iii,a
