English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"C_{6}H_{12}O_{6} + A + 6H_{2}O \rightarrow 6CO_{2} + 12H_{2}O + Energy
 
 Total amount of ATP produced at the cytoplasm step of the process-","C_{6}H_{12}O_{6} + A + 6H_{2}O \rightarrow 6CO_{2} + 12H_{2}O + শক্তি
 উদ্দীপকের প্রক্রিয়াটির সাইটোপ্লাজমে সংঘটিত ধাপটির নিট উৎপাদিত ATP কতটি?",5,6,9,10,5,6,9,10,b
"C_{6}H_{12}O_{6} + A + 6H_{2}O \rightarrow 6CO_{2} + 12H_{2}O + Energy
 
 The used step of 'A'-
 i. produce water at matrix
 ii. step is occurred at the membrane of mitochondrion
 iii. four types of electron carrier remain
 Which one is correct?","C_{6}H_{12}O_{6} + A + 6H_{2}O \rightarrow 6CO_{2} + 12H_{2}O + শক্তি
 উদ্দীপকের A উপাদানটির ব্যবহৃত ধাপে-
 i. ম্যাট্রিক্সে পানি তৈরি হয়
 ii. ধাপটি মাইটোকন্ড্রিয়ার মেমব্রেনে ঘটে
 iii. ইলেক্ট্রন বাহক থাকে ৪ ধরনের
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii, ও iii",d
Which undergo reproduction through stem?,কাণ্ড দ্বারা বংশবৃদ্ধি করে নিম্নের কোনটি?,Dahlia,Kakrol,Patol,Olkachu,ডালিয়া,কাকরোল,পটল,ওলকচু,d
Which one supply nutrient to the increased pollen grains?,বৃদ্ধিরত পরাগরেণুর পুষ্টি সরবরাহ করে নিম্নের কোনটি?,Anther,Connective,Tapetum,Archisporial,পরাগধানী,যোজনী,ট্যাপেটাম,আর্কিস্পোরিয়াল,c
In which of the following the spikelet type inflorescence is available?,নিচের কোনটিতে স্পাইকলেট ধরনের পুষ্পমঞ্জরি আছে?,China rose,Okra,Jute,Rice,জবা,ঢেঁড়স,পাট,ধান,d
"Mr. 'X' observed a transverse section of a sample and noticed that metaxylem is present towards the center, 9 (nine) vascular bundles and there are some unicellular hairs.
 The sample is-","মি. 'ক' ব্যবহারিক ক্লাসে একটি নমুনার পর্যবেক্ষণ করে দেখলো মেটাজাইলেম কেন্দ্রের দিকে, ভাস্কুলার বান্ডল ৯টি এবং কিছু এককোষী রোম আছে।
 নমুনাটি-",monocot root,monocot stem,dicot root,dicot stem,একবীজপত্রী মূল,একবীজপত্রী কাণ্ড,দ্বিবীজপত্রী মূল,দ্বিবীজপত্রী কাণ্ড,a
"Mr. 'X' observed a transverse section of a sample and noticed that metaxylem is present towards the center, 9 (nine) vascular bundles and there are some unicellular hairs.
 How does the observe features help to protect the plant?
 i. By transporting water and mineral salts
 ii. By transporting prepared food
 iii. By preparing food
 Which one is correct?","মি. 'ক' ব্যবহারিক ক্লাসে একটি নমুনার পর্যবেক্ষণ করে দেখলো মেটাজাইলেম কেন্দ্রের দিকে, ভাস্কুলার বান্ডল ৯টি এবং কিছু এককোষী রোম আছে।
 পর্যবেক্ষিত বৈশিষ্ট্যগুলো কীভাবে উদ্ভিদকে বাঁচিয়ে রাখতে সাহায্য করে?
 i. পানি ও খনিজ লবণ পরিবহন করে
 ii. প্রস্তুতকৃত খাবার পরিবহন করে
 iii. খাদ্য প্রস্তুত করে
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",a
Which one is the receptor of CO_2 is C_4 cycle?,C_4 চক্রে CO_2 এর গ্রহীতা কে?,Ribulose bisphosphate,Phosphoenol pyruvic acid,Oxalic acid,3-phosphoglyceraldehyde,রাইবুলোজ বিসফসফেট,ফসফোইনোল পাইরুভিক এসিড,অক্সালিক এসিড,৩-ফসফোফ্লিসারাল্ডিহাইড,b
Which one is the process of transforming ATP from ADP in the presence of Oxygen in respiration?,শ্বসনে অক্সিজেনের উপথিতিতে ADP হতে ATP তৈরির প্রক্রিয়া কোনটি?,Photophosphorylation,Photosynthesis,Phosphorylation,Oxidative phosphorylation,ফটোফসফোরাইলেশন,ফটোসিথেসিস,ফসফোরাইলেশন,অক্সিডেটিভ ফসফোরাইলেশন,d
The monome of DNA is called-,DNA-এর মনোমারকে বলা হয়-,Deoxyribonucleotide,Ribonucleotide,Polyribosome,Nucleic acid,ডিঅক্সিরাইবোনিউক্লিওটাইড,রাইবোনিউক্লিওটাইড,পলিরাইবোজোম,নিউক্লিক এসিড,a
The shortening and thickening of chromosomes is called-,ক্রোমোসোমের খাটো ও মোটা হওয়াকে বলে-,synapsis,bivalent,apoptasis,condensation,সিন্যাপসিস,বাইভ্যালেন্ট,অ্যাপোপটোসিস,কনডেনসেসন,d
Which if the following is a DNA virus?,নিচের কোনটি একটি DNA ভাইরাস?,Hepatitis-B,Chikungunya,Dengue,Tobacco Mosaic,হেপাটাইটিস-বি,চিকুনগুনিয়া,ডেঙ্গু,টোবাকো মোজাইক,a
"Mr. 'X' removes stamen of plant before crossing two plants.
 What is the name of the method of Mr. 'X'?","মি. 'ক' দুটি গাছের মধ্যে ক্রস ঘটানোর পূর্বে একটি গাছের পুংকেশর সরিয়ে ফেললেন।
 মি. 'ক' এর পদ্ধতিটির নাম কী?",Self-pollination,Emusculation,Hybridization,Bagging,স্বপরাগায়ন,ইমাস্কুলেশন,হাইব্রিডাইজেশন,ব্যাগিং,b
"Mr. 'X' removes stamen of plant before crossing two plants.
 Why did Mr. 'X' perform the above mentioned incident?
 i. To turn the flower into a female flower
 ii. To avoid selfing
 iii. To turn into a self-pollinated flower
 Which one is correct?","মি. 'ক' দুটি গাছের মধ্যে ক্রস ঘটানোর পূর্বে একটি গাছের পুংকেশর সরিয়ে ফেললেন।
 মি. 'ক' উল্লিখিত ঘটনাটি কেন ঘটালেন?
 i. ফুলটিকে স্ত্রী ফুলে পরিণত করার জন্য
 ii. স্বপরাগায়ন না ঘটার জন্য
 iii. স্ব-পরাগী ফুলে পরিণত করার জন্য
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",a
Which is produced in the light phase of photosynthesis?,সালোকসংশ্লেষণের আলোক পর্যায়ে উৎপন্ন হয় কোনটি?,Water and Carbohydrate,ATP and Carbohydrate,NADP and Carbohydrate,NADPH_2 and ATP,পানি ও শর্করা,ATP ও শর্করা,NADP ও শর্করা,NADPH_2 ও ATP,d
What does anaerobic respiration produce by breaking down glucose?,অবাত শ্বসনে গ্লুকোজ ভেঙ্গে কী উৎপন্ন করে?,CO_2 and ethyl alcohol,Formic acid and CO_2,Ethyl alcohol and H_{2}O,CO_2 and H_{2}O,CO_2 ও ইথাইল অ্যালকোহল,ফরমিক অ্যাসিড ও CO_2,ইথাইল অ্যালকোহল ও H_{2}O,CO_2 ও H_{2}O,a
"In which way, can a gene be quickly multiplying?",একটি জিনকে দ্রুত বহু কপি জিনে পরিণত করা যায় কোন পদ্ধতিতে?,Reproductive eloning,Tissue culture,Recombinant DNA technology,PCR,রিপ্রোডাক্টিভ ক্লোনিং,টিস্যু কালচার,রিকম্বিনেন্ট DNA প্রযুক্তি,PCR,d
"Which of the following characters are creates hazards to form transgenic plants?
 i. To create genetic pollution
 ii. Due to the causes of alergi
 iii. To create toxic effect on organism
 Which one is correct?","নিচের কোন বৈশিষ্ট্যগুলো ট্রান্সজেনিক উদ্ভিদ সৃষ্টিতে ঝুঁকি সৃষ্টি করে?
 i. জিনগত দূষণ সৃষ্টিতে
 ii. অ্যালার্জির কারণ হিসেবে
 iii. জীবে টক্সিক প্রভাব সৃষ্টিতে
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",d
Which is called grass family?,কোনটিকে ঘাস গোত্র বলা হয়?,Solanaceae,Cyeadaceae,Malvaceae,Poaceae,সোলানেসি,সাইক্যাডেসি,মালভেসি,পোয়েসি,d
From where does cryptozoite collect food?,ক্রিপ্টোজয়েট কোথা হতে খাদ্য সংগ্রহ করে?,R.B.C,W.B.C,Hepatic cell,Salivary gland,R.B.C,W.B.C,যকৃত কোষ,লালা গ্রন্থি,c
"Applicable to Cycas-
 i. presence of tranfusion tissue
 ii. creation of japloid grains
 iii. pressence of coralloid roots
 Which one is correct?","Cycas এর ক্ষেত্রে প্রযোজ্য-
 i. ট্রান্সফিউশন টিস্যুর উপস্থিতি
 ii. হ্যাপ্লয়েড শস্যের সৃষ্টি
 iii. কোরালয়েড মূলের উপস্থিতি
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",d
What is the scientific name of wheat?,গমের বৈজ্ঞানিক নাম কী?,Hordeum vulgare,Zea mays,Saccharum officinarum,Triticum aestivum,Hordeton vulgare,Zea inays,Saccharum officinarum,Triticum aestivunt,d
In which virus is double stranded RNA present?,কোন ভাইরাসে দ্বি-সূত্রক RNA থাকে?,Dengue,Reo,Polio,Rabis,ডেঙ্গু,রিও,পোলিও,র‍্যাবিস,b
Which one of the following is round shaped virus?,নিম্নের কোনটি গোলাকার ভাইরাস?,TMV,HIV,T_{2}-phage,Ebola,TMV,HIV,T_2 ফায,Ebola,b
"Symptoms of ring spot disease in papaya is-
 i. observance of wet green spot on the petiole of leaves
 ii. reduction of sweetness of papaya
 iii. enlarging of the size of fruit
 Which one is correct?","পেঁপের রিং স্পট রোগের লক্ষণ হলো-
 i. পাতার বোটায় পানি ভেজা সবুজ দাগ দেখা যায়
 ii. পেঁপের মিষ্টতা হ্রাস পায়
 iii. ফলের আকার বড় হয়
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",a
Which plant of the following is called palm fern?,পাম ফার্ন বলা হয় নিম্নের কোন উদ্ভিদকে?,Gnetum,Pinus,Cycas,Podocarpus,Gnetum,Pinus,Cycas,Podocarpus,c
"After denaturing of the tap root of cycas-
 i. adventitious root is formed
 ii. root is attacked by bacteria
 dichotomously branched root is formed
 Which one is correct?","Cycas এর প্রধান মূল নষ্ট হওয়ার পর-
 i. অস্থানিক মূল সৃষ্টি হয়
 ii. মূল ব্যাকটেরিয়া দ্বারা আক্রান্ত হয়
 iii. দ্ব্যাগ্র শাখান্বিত মূল সৃষ্টি হয়
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",d
In which part of plant root is casperion strip present?,উদ্ভিদের মূলের কোন অংশে ক্যাসপেরিয়ান স্ট্রিপ থাকে?,Endodermis,Epidermis,Hypodermis,Pericycle,অন্তঃত্বকে,বহিঃত্বকে,অধঃত্বকে,পরিচক্রে,a
In which plant is hadrocentric vascular bundle present?,হেড্রোসেন্ট্রিক ভাস্কুলার বান্ডল কোন উদ্ভিদে পাওয়া যায়?,Pteris,Dracaena,Gnetum,Yucca,Pteris,Dracaena,Gnetum,Yucca,a
"Characteristics of meristematic tissue is-
 i. the cells are capable division
 ii. the nucleus of cell is comparatively large
 iii. vacuole is comparatively large
 Which one is correct?","ভাজক টিস্যুর বৈশিষ্ট্য হলো-
 i. কোষগুলো বিভাজন ক্ষমতাসম্পন্ন
 ii. কোষের নিউক্লিয়াস অপেক্ষাকৃত বড়
 iii. কোষ গহবর অপেক্ষাকৃত বড়
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",a
"There are two pathways in light independent phase of photosynthesis. In one of them 3-phosphoglyceric acid is produced and in another one oxaloacetic acid is produced.
 Which anzyme helps to receive CO_2 in the firstly mentioned pathway?","সালোকসংশ্লেষণ প্রক্রিয়ায় আলোক নিরপেক্ষ অধ্যায়ের দুটি গতিপথ রয়েছে। তাদের একটিতে ৩-ফসফোগ্লিসারিক অ্যাসিড ও অন্যটিতে অক্সালো অ্যাসিটিক অ্যাসিড উৎপন্ন হয়।
 উদ্দীপকে উল্লিখিত প্রথমোক্ত গতিপথে CO_2 যুক্ত করে কোন এনজাইম?",Kinase,Dehydrogenase,Isomerase,Rubisco,কাইনেজ,ডি হাইড্রোজিনেজ,আইসোমারেজ,রুবিঙ্কো,d
"There are two pathways in light independent phase of photosynthesis. In one of them 3-phosphoglyceric acid is produced and in another one oxaloacetic acid is produced.
 In the case of the plants following the second pathway-
 i. two types of chloroplasts are present
 ii. kranz anatomy is present
 iii. hign concentration of CO_2 is necessary
 Which one is correct?","সালোকসংশ্লেষণ প্রক্রিয়ায় আলোক নিরপেক্ষ অধ্যায়ের দুটি গতিপথ রয়েছে। তাদের একটিতে ৩-ফসফোগ্লিসারিক অ্যাসিড ও অন্যটিতে অক্সালো অ্যাসিটিক অ্যাসিড উৎপন্ন হয়।
 দ্বিতীয় গতিপথ অনুসরণকারী উদ্ভিদের ক্ষেত্রে-
 i. দুই ধরনের ক্লোরোপ্লাস্ট
 ii. ক্র্যাঞ্জ অ্যানাটমি দেখা যায়
 iii. বেশি ঘনত্বের CO_2 প্রয়োজন
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii, ও iii",a
By which process of the following can disease free plants be produced?,নিম্নের কোন পদ্ধতিতে রোগমুক্ত উদ্ভিদ উৎপাদন করা যায়?,Anther culture,Pollen culture,Meristem culture,Embryo culture,পরাগধানী কালচার,পরাগরেণু কালচার,মেরিস্টেম কালচার,ভ্রূণ কালচার,c
From which microorganism is extra gene inserted in B-drinjal derived?,B_r বেগুনে সংযুক্ত অতিরিক্ত জিন নিম্নের কোন অণুজীব থেকে সংগৃহীত?,Bacillus subtilis,Bacillus thuringiensis,Escherichia coli,Agrobacteriam tumefacians,Bacillus subtilis,Bacillus thuringiensis,Escherichia coli,Agrobacterium tumefacians,b
By which of the following enzymes is DNA cut in recombinant DNA technology?,রিকম্বিনেন্ট DNA প্রযুক্তিতে নিম্নের কোন এনজাইম দিয়ে DNA কর্তন করা হয়?,Lygase enzyme,Restriction enzyme,Streptokinase enzyme,Plasmin enzyme,লাইগেজ এনজাইম,রেস্ট্রিকশন এনজাইম,স্ট্রেপটোকাইনেজ এনজাইম,প্লাজমিন এনজাইম,b
In which organelle does autholysis occur?,নিচের কোন অঙ্গাণুতে অটোলাইসিস ঘটে?,Golgi body,Lysome,Endoplasmic reticulum,Ribosome,গলজি বডি,লাইসোসোম,এন্ডোপ্লাজমিক রেটিকুলাম,রাইবোসোম,b
Pairing of two homologous chromosome is called-,দুটি হোমোলোগাস ক্রোমোসোমের মধ্যে জোড় সৃষ্টি হওয়াকে বলে-,synapsis,bivalent,chiasma,terminalization,সিন্যাপসিস,বাইভেলেন্ট,কায়াজমা,প্রান্তীয়করণ,a
In meiosis cell division intermediate period of first and second nuclear division is called-,মায়োসিস কোষবিভাজন প্রক্রিয়ায় নিউক্লিয়াসের প্রথম ও দ্বিতীয় বিভাজনের মধ্যবর্তী সময়কে বলে-,karyokinesis,cytokinesis,metakunesis,Interkinesis,ক্যারিওকাইনেসিস,সাইটোকাইনেসিস,মেটাকাইনেসিস,ইন্টারকাইনেসিস,d
Which one of the following is capable to produce haploid plant?,কোনটি হতে হ্যাপ্লয়েড উদ্ভিদ উৎপাদন সম্ভব?,Ovary,Anther,Embryo,Stem,গর্ভাশয়,পরাগধানী,ভ্রূণ,কান্ড,b
In which plant two types of chloroplasts found?,কোন উদ্ভিদে দুই ধরনের ক্লোরোপ্লাস্ট পাওয়া যায়?,Sugarcane,Rice,Mango,Java plum,ইক্ষু,ধান,আম,জাম,a
In Krebs cycle 3NADH + H^{+} + 1FADH_{2} + 1GTP = How many ATP?,ক্রেবস চক্রে 3NADH + H^{+} + 1FADH_{2} + 1GTP = কতটি ATP?,10,12,14,18,10,12,14,18,b
Which is known as molecular scissors?,কোনটি আণবিক কাঁচি নামে পরিচিত?,Plasmid,Ligase enzyme,Restriction enzyme,Primase,প্লাজমিড,লাইগেজ এনজাইম,রেস্ট্রিকশন এনজাইম,প্রাইমেজ,c
Which is macroelement in the following?,নিচের কোনটি ম্যাক্রোমৌল?,Cl,Cu,Mg,Mn,Cl,Cu,Mg,Mn,c
Example of plate meristem is-,প্লেট ভাজক টিস্যুর উদাহরণ-,Leaf,Stem pith,Cortex,Spore sac,পাতা,কান্ডে মজ্জা,কার্টেক্স,রেণুথলি,a
In which virus double strand RNA are found?,কোন ভাইরাসে দ্বিসূত্রক RNA পাওয়া যায়?,Reo Virus,IMV Virus,T_{2} Virus,Infuenza Virus,রিও ভাইরাস,TMV ভাইরাস,T ভাইরাস,ইনফ্লুয়েঞ্জা ভাইরাস,a
Which is the physical basis of life?,জীবনের ভৌত ভিত্তি কোনটি?,Protoplasm,Cytoplasm,Nucleoplasm,Ooplasm,প্রোটোপ্লাজম,সাইটোপ্লাজম,নিওক্লিওপ্লাজম,উওপ্লাজম,a
Which cell organelle helps to make spindle fibre during cell division?,কোষ বিভাজনের মাকুতন্তু তৈরিতে সাহায্য করে কোন কোষীয় অঙ্গানু?,Ribosome,Centriole,Mitochondria,Lysosome,রাইবোসোম,সেন্ট্রিওল,মাইটোকন্ড্রিয়া,পাইসোসোম,b
Versatile anther is found in which plant?,সর্বমুখ পরাগধানী কোন উদ্ভিদে পাওয়া যায়?,China-rose,Rice,Ladies' finger,Cotton plant,জবা,ধান,ঢেঁড়স,কার্পাস,b
Which of the following is present in both xylem and phloem tissue?,নিচের কোন জাইলেম ও ফ্লোয়েম উভয় টিস্যুতেই বিদ্যমান?,Trachid,Vessel,Seive tube,Fiber,ট্রাকিড,ভেসেল,সিভনল,ফাইবার,d
Which of the following helps in photolysis of water?,পানির ফটোলাইসিসে কোনটি সহায়তা করে?,Mg,Mo,Ca,Mn,Mg,Mo,Ca,Mn,d
In which of the following plants leaves Hydathodes are present?,নিচের কোন উদ্ভিদের পাতায় হাইডাথোড বিদ্যমান?,Potato,Colocasia,Cucumber,Eggplant,আলু,কচু,শসা,বেগুন,b
Which one is the internal factor of the photosynthesis?,সালোকসংশ্লেষণের অভ্যন্তরীণ প্রভাবক কোনটি?,Chlorophyll,Minerals,Oxygen,Water,ক্লোরোফিল,খনিজ পদার্থ,অক্সিজেন,পানি,a
