English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
"X(s) + Y^{2+}(aq)\rightleftharpoons X^{2+}(aq)+Y(s)
E\degree X^{2+}(aq)/X(s) = - 0.62 V
E\degree Y^{2+}(aq)/Y(s) = 0.20 V
Information from given stem-
i. In Y-pot, X^{2+} solution can be preserved
ii. in X-pot, Y^{2+} solution can be preserved
iii. cell reaction will be spontaneous
Which one is correct?","X(s) + Y^{2+}(aq) \rightleftharpoons X^{2+}(aq) + Y(s)
 E^{0}_{x^{2+}(aq)/X(s)} = -0.62 V
 E^{0}_{Y^{2+}(aq)/Y(s)} = 0.20 V
 
 উদ্দীপকের বিক্রিয়ার জন্য সঠিক তথ্য-
 i. Y পাত্রে X^{2+} দ্রবণ রাখা যাবে
 ii. X পাত্রে Y^{2+} দ্রবণ রাখা যাবে
 iii. কোষ বিক্রিয়া স্বতঃস্ফূর্ত হবে
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",c
Which green house of the following is found largely in atmosphere?,গ্রিন হাউস গ্যাসের মধ্যে নিম্নের কোনটি বায়ুমণ্ডলে সবচেয়ে বেশি থাকে?,CO_{2},CH_{4},O_{3},CFC,CO_{2},CH_{4},O_{3},CFC,a
Which one of the following is the Lewis acid?,নিচের কোনটি লুইস এসিড?,AlCl_{3},H_{2}CO_{3},NH_{3},H_{3}PO_{4},AlCl_{3},H_{2}CO_{3},NH_{3},H_{3}PO_{4},a
Which one is the conjugate base of HSO_{4}^{-}?,HSO_{4}^{-} এর অণুবন্ধী ক্ষারক কোনটি?,H_{2}SO_{4},So_{4}^{2-},H_{2}O,SO_{3}^{2-},H_{2}SO_{4},SO_{4}^{2-},H_{2}O,SO_{3}^{2-},b
At 0\degree C temperature the rms velocity of a gas is 49330 cms^{-1}. jWhat is the molecular mass of the gas?,0\degree সে. তাপমাত্রায় একটি গ্যাসের বর্গমূল গড় বর্গবেগ প্রতি সেকেন্ডে 49330 cm । গ্যাসটির আণবিক ভর কত?,52,32,28,16,52,32,28,16,c
Which one has the highest rat of diffusion of the following?,কোনটির সর্বোচ্চ ব্যাপন হার বিদ্যমান?,Oxygen,Methane,Hydrogen,Ethane,অক্সিজেন,মিথেন,হাইড্রোজেন,ইথেন,c
"CH_{3}-CH_{2}-COONa+NaOH\xrightarrow[\Delta]{CaO}A+Na_{2}CO_{3}
'A' compound of the stem is-","CH_{3} - CH_{2} - COONa + NaOH \xrigharrow[\Delta]{CaO} A + Na_{2}CO_{3}
 
 উদ্দীপকের 'A' যৌগটি-",Propane,Propine,Butane,Ethane,প্রোপেন,প্রোপিন,বিউটেন,ইথেন,d
"CH_{3}-CH_{2}-COONa+NaOH\xrightarrow[\Delta]{CaO}A+Na_{2}CO_{3}
What is the name of the chemical reaction of the stem?","CH_{3} - CH_{2} - COONa + NaOH \xrightarrow[\Delta]{CaO} A + Na_{2}CO_{3}
 
 উদ্দীপকের বিক্রিয়াটি কী নামে পরিচিত?",Wurtz reaction,Decarboxylation reaction,Wurtz-fitig reaction,Friedal Crafts reaction,উর্টজ বিক্রিয়া,ডি-কার্বোক্সিলেশন বিক্রিয়া,উর্টজ ফিটিগ বিক্রিয়া,ফ্রিডেল ক্রাফ্‌ট বিক্রিয়া,b
How many delocalized electron is present in furun compound?,ফিউরান যৌগে সঞ্চারণশীল ইলেকট্রন কয়টি?,2,4,6,8,2টি,4টি,6টি,8টি,c
What is known for the dissolved Oxygen in water?,পানিতে দ্রবীভূত অক্সিজেন কী নামে পরিচিত?,COD,TSD,BOD,DO,COD,TDS,BOD,DO,d
Which one of the following exhibits ketoenol tateumerism?,নিচের কোনটি কিটো-ইনল টটোমারিতা প্রদর্শন করে?,Propanol-2,Porpanone,Propanel,Propanoic acid,প্রোপানল-২,প্রোপানোন,প্রোপান্যাল,প্রোপানয়িক এসিড,b
What is the concentration of 2.5% NaOH solution in ppm?,NaOH এর 2.5% দ্রবণের ঘনমাত্রা ppm এককে কত?,2.5 \times 10^{2},2.5 \times 10^{3},2.5 \times 10^{3},2.5 \times 10^{5},2.5 \times 10^{2},2.5 \times 10^{3},2.5 \times 10^{4},2.5 \times 10^{5},c
At 1.5 atm pressure and 25\degreeC temperature the volume of a gas is 0.5L. What will be the volume of the gas if the pressure increases double at that temperature?,1.5 atm চাপে 25\degree C তাপমাত্রায় একটি গ্যাসের আয়তন 0.5 L হলে উক্ত তাপমাত্রায় দ্বিগুণ চাপে গ্যাসটির আয়তন কত হবে?,0.45L,0.35L,0.25L,0.15L,0.45 L,0.35 L,0.25 L,0.15 L,c
"A+O_{3}\overset{CCl_{4}}{\rightarrow}B\overset{H_{2}O/Z_{n}}{\rightarrow}2CH_{3}CHO
What will be the product of the stem reaction if 'Z_{n}' is not used?","A + O_{3} \xrightarrow{CCl_{4}} B \xrightarrow{H_{2}O/Zn} 2CH_{3}CHO 
 
 উদ্দীপকের বিক্রিয়ায় 'Zn' ব্যবহার না করলে কী উৎপন্ন হয়?",H-COOH,H-CHO,CH_{3}-CH_{2}-OH,CH_{3}-COOH,H - COOH,H - CHO,CH_{3} - CH_{2} - OH,CH_{3} - COOH,d
"A+O_{3}\overset{CCl_{4}}{\rightarrow}B\overset{H_{2}O/Z_{n}}{\rightarrow}2CH_{3}CHO
'A' compound of the stem-
i. exhibits geometrical isomerism
ii. does not give subsitution reaction
iii. produce gycol with basic KMnO_{4} solution
Which one is correct?","A + O_{3} \xrightarrow{CCl_{4}} B \xrightarrow{H_{2}O/Zn} 2CH_{3}CHO 
 
 উদ্দীপকের 'A' যৌগটি-
 i. জ্যামিতিক সমাণুতা প্রদর্শন করে
 ii. প্রতিস্থাপন বিক্রিয়া দেয় না
 iii. ক্ষারীয় KMnO_{4} দ্রবণের সাথে গ্লাইকল উৎপন্ন করে
 নিচের কোনটি সঠিক?",i & ii,i & iii,ii & iii,"i, ii & iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
What is the value of standard hydrogen electrode?,প্রমাণ হাইড্রোজেন তড়িৎদ্বারের বিভবের মান কত?,0.0V,-1.34V,\text+1.00V,\text+1.76V,0.0 V,\text{1.34 V},\text{+ 1.00 V},\text{+ 1.76 V},a
Which one of the following is the methyl carbinol?,মিথাইল কার্বিনল কোনটি?,CH_{3}-OH,HCHO,H-COOH,CH_{3}-CH_{2}-OH,CH_{3} - OH,HCHO,H - COOH,CH_{3} - CH_{2} - OH,d
What is the amount of dissolved sodium carbonate in 500mL decimolar solution?,500 mL ডেসিমোলার দ্রবণে দ্রবীভূত সোডিয়াম কার্বনেট এর পরিমাণ কত গ্রাম?,2.65g,5.30g,6.30g,10.60g,2.65 গ্রাম,5.30 গ্রাম,6.30 গ্রাম,10.60 গ্রাম,b
Which one of the following is electronic conductor?,কোনটি ইলেকট্রনীয় পরিবাহী?,CuSO_{4} solution,Cu wire,Melted NaCl,Glass rod,CuSO_{4} দ্রবণ,Cu তার,গালিত NaCl,কাঁচনল,b
Which one of the following acts as both oxidant and reductant?,নিচের কোনটি জারক ও বিজারক উভয়রূপে ক্রিয়া করে?,Hg^{2+},Fe^{2+},Sn^{4+},Fe^{3+},Hg^{2+},Fe^{2+},Sn^{4+},Fe^{3+},b
What amount of Potassium dichromate is required to oxidized 10g of FeSO_{4}?,10 গ্রাম FeSO_{4} কে জারিত করতে কত গ্রাম পটাশিয়াম ডাইক্রোমেট প্রয়োজন?,3.22g,3.87g,4.12g,4.44g,3.22 গ্রাম,3.87 গ্রাম,4.12 গ্রাম,4.44 গ্রাম,a
"Cell reaction : H_{2} + Cu^{2+} = 2H^{+} + Cu.
Which one of the following is the anode reaction of the cell?",কোষ বিক্রিয়া: H_{2} + Cu^{2+} = 2H^{+} + Cu উক্ত কোষের অ্যানোডের বিক্রিয়া কোনটি?,2H^{+} + 2e \rightarrow H_{2},Cu \rightarrow Cu^{2+} +2e,H_{2} \rightarrow 2H^{+} + 2e,Cu^{2+} + 2e \rightarrow Cu,2H^{+} + 2e \rightarrow H_{2},Cu \rightarrow CU^{2+} + 2e,H_{2} \rightarrow 2H^{+} + 2e,Cu^{2+} + 2e \rightarrow Cu,c
What amount of metal will be deposited in cathode to apply 5.0 deposited in cathode to apply 5.0 amp electricity for 10  minutes in dissolved table salt?,গলিত অবস্থায় খাদ্য লবণে 5.0 amp মাত্রার বিদ্যুৎ 10 min ধরে চালনা করলে ক্যাথোডে কী পরিমাণ ধাতু জমা হবে?,0.52g,0.62g,0.72g,0.82g,0.52 গ্রাম,0.62 গ্রাম,0.72 গ্রাম,0.82 গ্রাম,c
"CuSO_{4} + Kl \rightarrow Cu_{2}l_{2} + K_{2}SO_{4} + l_{2}.
Which one of the following is the reductant?",CuSO_{4} + KI \rightarrow Cu_{2}I_{2} + K_{2}SO_{4} + I_{2}; বিক্রিয়াটিতে বিজারক কোনটি?,Cu^{2+},I_{2},K^{+},I^{-},Cu^{2+},I_{2},K^{+},I^{-},d
The volume of a gas is 24.789 at SATP. What is the temperature?,SATP তে কোনো গ্যাসের আয়তন 24.789 লিটার। তাপমাত্রা কত?,25\degree C,27\degree C,0K,- 273K,25\degree C,27\degree C,0K,\text{-273K},a
Which one is correct?,কোনটি সঠিক?,Value of R is 8.316 \times 10^{7} calK^{-1} in CGS unit,Value of R is 0.0821 LatmK^{-1} in Sl unit,Value of R is 8.314J K^{-1} mol^{-1} in L-atm unit,P \infty T; Gay-Lussa'c law,C.G.S এককে 'R' এর মান 8.316 \times 10^{7} Cal K^{-1} mol^{-1},SI এককে 'R' এর মান 0.0821 L-atm K^{-1} mol^{-1},L-atm এককে 'R' এর মান 8.314J K^{-1} mol^{-1},P \propto T; গে-লুস্যাকের সূত্র,d
In which case is Dalton's partial pressure law applicable?,ডাল্টনের আংশিক চাপ সূত্র প্রযোজ্য কোন ক্ষেত্রে?,"F_{2}, H_{2}","CH_{4}, Cl_{2}","NH_{3}, HCl","N_{2}, O_{2}","F{2}, H_{2}","CH_{4}, Cl_{2}","NH_{3}, HCl","N_{2}, O_{2}",d
Which one is correct?,কোনটি সঠিক?,Graham's law r \infty \frac{1}{M},Kinetic energy of molecule = \frac{3nRT}{2N_{A}},Kinetic equation of gas is \frac{2}{3}mNC^{2},HNO_{3} is stronger acid than H_{3}PO_{4},C.G.S এককে 'R' এর মান 8.316 \times 10^{7} Cal K^{-1} mol^{-1},SI এককে 'R' এর মান 0.0821 L-atm K^{-1} mol^{-1},L-atm এককে 'R' এর মান 8.314J K^{-1} mol^{-1},P \propto T; গে-লুস্যাকের সূত্র,d
Which one exhibit geometrical isomerism?,কোনটি জ্যামিতিক সমাণুতা প্রদর্শন করে?,CH_{3} - CH_{2} - CH = CH_{2},CH_{3} - CH = CH - CH_{3},CH_{3} - CH_{2} - CH = CCl,CH_{3} - CH = C(CH_{3})_{2},CH_{3} - CH_{2} - CH = CH_{2},CH_{3} - CH = CH - CH_{3},CH_{3} - CH_{2} - CH = CCl_{2},CH_{3} - CH = C(CH_{3})_{2},b
Which one is nucleophile?,কোনটি নিউক্লিওফাইল?,AlCl_{3},FeCl_{3},BF_{3},H_{2}O,AlCl_{3},FeCl_{3},BF_{3},H_{2}O,d
"R - NH_{2} + KOH + CHCl_{3} \overset{60\degree C} {\rightarrow} B; The reaction is-
i. carbyl amone test
ii. applicable also for aromatic amine
iii. used to identify chloroform
Which one is correct?","R - NH_{2} + KOH + CHCl_{3} \xrightarrow{60\degree C} B
 i. এটি কার্বিল অ্যামিন পরীক্ষা
 ii. বিক্রিয়াটি অ্যারোমেটিক অ্যামিনের ক্ষেত্রেও প্রযোজ্য
 iii. এ বিক্রিয়া দ্বারা ক্লোরোফর্ম শনাক্ত করা যায়
 নিচের কোনটি সঠিক?",i,ii,ii and iii,"i, ii and iii",i,ii,ii ও iii,"i, ii ও iii",d
Which functional group is an orthopara indicator in substitution reaction?,প্রতিস্থাপন বিক্রিয়ায় কোন কার্যকরী মূলকটি অর্থো-প্যারা নির্দেশক?,- N(CH_{3})_{2},- COOH,- CHO,- NO_{2},\text{- N(CH_{3})_{2}},\text{- COOH},\text{- CHO},NO_{2},a
"CH_{3}CONH_{2} + Br_{2} + KOH \overset{\Delta} \rightarrow CH_{3} - NH_{2} + other.
What is the name of the reaction?",CH_{3}CONH_{2} + Br_{2} + KOH \xrightarrow{\Delta} CH_{3} - NH_{2} + অন্যান্য। বিক্রিয়াটির নাম কী?,Diazotization reaction,Clemenson reduction reaction,Hoffman degradation reaction,Wurtz reaction,ডায়াজোকরণ বিক্রিয়া,ক্লিমেনসন বিজারণ বিক্রিয়া,হফম্যান ডেগ্রেডেশন বিক্রিয়া,উর্টজ বিক্রিয়া,c
"C_{3}H_{4} + H_{2}O \xrightarrow[2%HgSO_{4}]{20%H_{2}SO_{4}}A
i. A compound exhibits taturmerism
ii. A compound form 1\degree alcohol reacting with Grignard reagent
iii. 30-40% aqueous solution of A is used to preserve fish
Which one is correct?","C_{3}H_{4} + H_{2}O \xrightarrow[2%HgSO_{4}]{20%H_{2}SO_{4}} A
 i. A যৌগ টটোমার প্রদর্শন করে
 ii. A যৌগ গ্রিগনার্ড বিকারকের সাথে বিক্রিয়া করে 1\degree অ্যালকোহল তৈরি করে
 iii. A এর 30-40% জলীয় দ্রবণ মাছ সংরক্ষণে ব্যবহৃত হয়
 নিচের কোনটি সঠিক?",i,iii,ii and iii,"i, ii and iii",i,iii,ii ও iii,"i, ii ও iii",a
What is the molar concentration of 1% \left ( \frac{W}{V} \right )Na_{2}CO_{3} solution?,1% \left ( \frac{w}{V} \right ) Na_{2}CO_{3} দ্রবণের মোলার ঘনমাত্রা কত?,9.4 \times 10^{-2} mol L^{-1},9.4 \times 10^{-2}kg/mol,9.4 \times 10^{-2}g/mol,9.4 \times 10^{-2}g L^{-1},9.4 \times 10^{-2} mol L^{-1},9.4 \times 10^{-2} kg/mol,9.4 \times 10^{-2} g/mol,9.4 \times 10^{-2} gL^{-1},a
What is the range of pH change of methyl orange?,মিথাইল অরেঞ্জের বর্ণ পরিবর্তনের pH সীমা কত?,7 - 10,3 - 5,5 - 8,10 - 12,7-10,3-5,5-8,10-12,b
What is the concentration of a decimolar solution?,একটি ডেসিমোলার দ্রবণের ঘনমাত্রা কত?,1M,0.1M,0.5M,0.001M,1M,0.1M,0.5M,0.001M,b
What is the no. of molecules in 10.0L methane gas at standard condition?,প্রমাণ অবস্থায় 10L মিথেন গ্যাসে অণুর সংখ্যা কত?,2.689 \times 10^{23},26.89 \times 10^{23},0.2689 \times 10^{23},26.89 \times 10^{25},2.689 \times 10^{23},26.89 \times 10^{23},0.2689 \times 10^{23},26.89 \times 10^{25},a
Which one is standard solution?,প্রমাণ দ্রবণ কোনটি?,1.0M H_{2}SO_{4},1.0g H_{2}SO_{4},1.0ml H_{2}SO_{4},1.0mol H_{2}SO_{4},1.0 M H_{2}SO_{4},1.0 g H_{2}SO_{4},1.0 m H_{2}SO_{4},1.0 mol H_{2}SO_{4},a
2S_{2}O_{3}^{2-} + l_{2} \rightarrow S_{4}O_{6}^{2-} + 2l^{-}; In which one of the following oxidation has occured in the reaction?,2S_{2}O_{3}^{2-} + I_{2} \rightarrow S_{4}O_{6}^{2-} + 2I^{-}; বিক্রিয়ায় কোনটির জারণ ঘটেছে?,S_{2}O_{3}^{-2},l_{2},l^{-},S_{4}O_{6}^{2-},S_{2}O_{3}^{2-},I_{2},I^{-},S_{4}O_{6}^{2-},a
"If A(s)/2^{2+}(+0.44v) is anode, which one will act as a cathode with it?",A(s)/A^{2+}(+ 0.44V) অ্যানোড হলে কোনটি এর সাথে ক্যাথোড হিসেবে কাজ করবে?,B^{2+}/B(-0.28v),M^{2+}/M(-2.36v),C^{2+}/C(-2.87v),D/D^{3+}(+1.66v),B^{2+}/B(-0.28 V),M^{2+}/M(-2.36 V),C^{2+}/C(-2.87 V),D/D^{3+}(+1.66 V),a
"If 1F current is passed individually to the solution of A^{+}, B^{2+} and C^{3+} ion-
i. 1 mol A^{+} will be free from charge
ii. \frac{1}{2}mol B will be deposited in cathode
iii. \frac{1}{3} mol C^{3+} will be deposited in electrode from solution
Which one is correct?","A^{+}, B^{2+}, C^{3+} আয়নের দ্রবণে পৃথকভাবে 1F বিদ্যুৎ চালনা করলে-
 i. 1 mol A^{+} চার্জমুক্ত হবে
 ii. \frac{1}{2} mol B ক্যথোডে জমা হবে
 iii. \frac{1}{3} mol C^{3+} দ্রবণ থেকে তড়িৎদ্বারে জমা হবে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Which one has higher electrochemical equivalent?,কোনটির তড়িৎ রাসায়নিক তুল্যাঙ্ক বেশি?,Cu,Ag,Ni,Al,Cu,Ag,Ni,Al,b
Which ion of the following will be free from charge at first?,কোন আয়নটি আগে চার্জমুক্ত হবে?,Cu^{2+},Fe^{2+},Na^{+},Ag^{+},Cu^{2+},Fe^{2+},Na^{+},Ag^{+},d
Which one is electrolytic conductor?,কোনটি তড়িৎবিশ্লেষ্য পরিবাহী?,Pure H_{2}O,NaCl(s),CuSO_{4}(aq),100% HCl,বিশুদ্ধ পানি,NaCl(s),CuSO_{4}(aq),100%HCl,c
Which one of the following is a Lew's base?,নিচের কোনটি লুইস ক্ষারক?,AlCl_{3},NH_{3},BF_{3},C_{2}H_{4},AlCl_{3},NH_{3},BF_{3},C_{2}H_{4},b
"The cell reaction of the cell is-
Sn + l_{2} \rightarrow Sn^{2+} +  2l^{-}
Which reaction does occur in the anode of the cell?","Sn^{+2} + I_{2} \rightarrow Sn^{+2} + 2I^{-}
 
 কোষটির অ্যানোডে সংঘটিত বিক্রিয়া-",Sn^{+2} + 2e^{-} \rightarrow Sn,Sn \rightarrow Sn^{2+} + 2e^{-},l_{2} + 2e^{-} rightarrow 2l^{-},2l^{-} \rightarrow l_{2} + 2e^{-},Sn^{+2} + 2e^{-} \rightarrow Sn,Sn \rightarrow Sn^{+2} + 2e^{-},I_{2} + 2e^{-} \rightarrow 2I^{-},2I^{-} \rightarrow I_{2} + 2e^{-},b
The cell diagram of the cell is-,"Sn^{+2} + I_{2} \rightarrow Sn^{+2} + 2I^{-}
 
 কোষটির কোষ ডায়াগ্রাম হচ্ছে-","Pt, 2l^{-}\mid l_{2}\parallel Sn^{+2}\mid Sn","Sn \mid Sn^{2+} \parallel l_{2} \mid 2l^{-}, Pt",Sn \mid Sn^{+2} \parallel 2l^{-}l^{2},"Pt, l_{2}\mid_{2} l^{-} \parallel Sn^{+2} \mid Sn","Pt, 2I^{-} | I_{2} \parallel SN^{2+} | Sn","Sn | Sn^{2+} \parallel I_{2} | 2I^{-}, Pt",Sn | Sn^{+2} \parallel I_[2},"Pt, I_{2} | 2I^{-} \parallel Sn^{+2} | Sn",b
Which element can substitute H from HCl acid?,কোন মৌলটি HCl এসিড থেকে pH কে প্রতিস্থাপন করতে পারে?,Cu,Sn,Hg,Ag,Cu,Sn,Hg,Ag,b
How many optical isomer have in tertaric acid?,টারটারিক এসিডের কতটি আলোক সমাণু আছে?,1,2,3,4,1,2,3,4,b
According to WHO the standard pH value of soft water should be?,WHO কর্তৃক অনুমোদিত পানীয় জলের pH মান-,6.5 \sim 8.5,6.5 \sim 9.2,4.5 \sim 9.5,4.5 \sim 9.8,6.5-8.5,6.5-9.2,4.5-9.5,4.5-9.8,a
Which compound has acidic and alcoholic functional groups together?,কোনটিতে একই সাথে অ্যালকোহল ও এসিডের কার্যকরী মূলক বিদ্যমান?,Oxalic acid,Lactic acid,Malic acid,Fumaric acid,অক্সালিক এসিড,ল্যাকটিক এসিড,ম্যালেয়িক এসিড,ফিউমারিক এসিড,b
"Which one is the method of decreasing TDS?
i. Reverse osmosis
ii. Distillation
iii. Deionization
Which one is correct?","TDS কমানোর উপায় কোনটি?
 i. বিপরীত অভিস্রবণ
 ii. পাতন
 iii. আয়ন বিমুক্তিকরণ
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"The relation between ppm and another unit-
i. 1 ppm = 1g/m^{3}
ii. 1 ppm = 1 mg/L
iii. 1 ppm = 1 \mu g/mL
Which one is correct?","ppm এককের সাথে অন্য এককের সম্পর্ক হচ্ছে-
 i. 1ppm = 1g/m^{3}
 ii. 1ppm = 1mg/L
 iii. 1ppm = 1\mu g/mL
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",d
How much time will be needed when 50A current is to pass through chromium sulphate solution to deposit 1gCr at cathode? [Cr = 52],ক্রোমিয়াম সালফেট দ্রবণের মধ্য দিয়ে 50A বিদ্যুৎ প্রবাহিত করে ক্যাথোড 1g Cr ধাতু সঞ্চিত করতে কত সময় প্রয়োজন হয়? [Cr = 52],1 h 85 min,1 h 23 min,1.86 min,0.55 min,1 ঘন্টা 85 মি.,1 ঘন্টা 23 মি.,1.86 মি.,0.55 মি.,c
"CH = CH + H_{2}O \xrightarrow[Rearrangement]{2% HgSO_{4}, 20% H_{2}SO_{4}}A
Which type of reaction gives compound A?","HC \equiv CH + H_{2}O \xrightarrow[পুনর্বিন্যাস]{2%HgSO_{4}, 20%H_{2}SO_{4}} A
 
 A যৌগে কোন ধরনের বিক্রিয়া দেয়?",Nucleophilic substitution,Nucleophilic addition,Electrophilic substitution,Electrophilic addition,নিউক্লিওফিলিক প্রতিস্থাপন,নিউক্লিওফিলিক সংযোজন,ইলেকট্রোফিলিক প্রতিস্থাপন,ইলেকট্রোফিলিক সংযোজন,b
"CH = CH + H_{2}O \xrightarrow[Rearrangement]{2% HgSO_{4}, 20% H_{2}SO_{4}}A
Compound A-
i. more reactive than methanol
ii. gives iodoform reaction
iii. undergoes aldol condensation reaction
Which one is correct?","HC \equiv CH + H_{2}O \xrightarrow[পুনর্বিন্যাস]{2%HgSO_{4}, 20%H_{2}SO_{4}} A
 
 A যৌগ-
 i. মিথান্যালের চেয়ে অধিক সক্রিয়
 ii. আয়োডোফরম বিক্রিয়া দেয়
 iii. অ্যালডল ঘনীভবন বিক্রিয়া দেয়
 নিচের কোনটি সঠিক?",i and ii,ii and iii,i and iii,"i, ii and iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",b
Basicity of Oxalic acid is-,অক্সালিক এসিডের ক্ষারকত্ব কত?,1,2,3,4,1,2,3,4,b
"The concentration of 1% \left ( \frac{w}{v} \right ) NaOH solution is-
i. 0.25 M
ii. 1.0 M
iii. 10,000 ppm
Which one is correct?","1% \left ( \frac{2}{V} \right ) NaOH দ্রবণের ঘনমাত্রা হচ্ছে-
 i. 0.25M
 ii. 1.0M
 iii. 10,000 ppm
 নিচের কোনটি সঠিক?",i,i and iii,ii and iii,i and ii,i,i ও iii,ii ও iii,i ও ii,b
Calculate the average kinetic energy of 2 mole hydrogen at 25\degree C.,25\degree C তাপমাত্রায় ২ মোল হাইড্রোজেনের গড় গতিশক্তি হবে-,3.303 \times 10^{3} J,6.809 \times 10^{3} J,7.43 \times 10^{3} J,6.23 \times 10^{2} J,3.303 \times 10^{3} J,6.809 \times 10^{3}J,7.43 \times 10^{3}J,6.23 \times 10^{2}J,c
Which one depend on temperature?,কোনটি তাপমাত্রার উপর নির্ভরশীল?,Molality,Mole fraction,Percent mass \left ( \frac{w}{w} \right ),Molarity,মোলালিটি,মোল ভগ্নাংশ,শতকরা ভর \left ( \frac{w}{w} \right ),মোলারিটি,d
"Carbon-carbon double bond of benzene is created by which kind of orbital overlaping?
i. SP^{2} - SP^{2}
ii. P - P
iii. SP^{2} - SP^{3}
Which one is correct?","বেনজিনের কার্বন-কার্বন দ্বি-বন্ধন কোন অরবিটারলের অধিক্রমণে সৃষ্টি হয়?
 i. sp^{2} - sp^{2} 
 ii. p - p
 iii. sp^{2} - sp^{3}
 নিচের কোনটি সঠিক?",i,iii,i and ii,ii and iii,i,iii,i ও ii,ii ও iii,c
Which one is conjugate base of HSO_{4}^{-}?,কোনটি HSO_{4}^{-} এর অনুবন্ধী ক্ষার?,H_{2}SO_{4},H_{2}S_{2}O_{7},SO_{4}^{2-},H_{3}O^{+},H_{2}SO_{4},H_{2}S_{2}O_{7},SO_{4}^{2-},H_{3}O^{+},c
"Ortho and para directing group-
i. - NO_{2}
ii. - CHO
iii. - OH
Which one is correct?","অর্থো প্যারা নির্দেশক হলো-
 i. - NO_{2}
 ii. - CHO
 iii. - OH
 নিচের কোনটি সঠিক?",i,ii,iii,i and iii,i,ii,iii,ii ও iii,c
Na_{2}S_{2}O_{3} + l_{2} \rightarrow na_{2}S_{4}O_{6} + Nal Which one is spectator ion of the reaction?,Na_{2}S_{2}S_{2}O_{3} + I_{2} \rightarrow Na_{2}S_{4}O_{6} + NaI এই বিক্রিয়ায় কোনটি দর্শক আয়ন?,Na^{+},l_{2},l^{-},S_{2}O_{3}^{2-},Na^{+},I_{2},I^{-},S_{2}O_{3}^{-2},a
How much Pb metal will be deposited at cathod when 5F current is passed into the PbSO_{4} solution? [Pb = 106.4],PbSO_{4} দ্রবণে 5F বিদ্যুৎ চালনা করলে তড়িৎদ্বারে সঞ্চিত বা দ্রবীভূত লেডের পরিমাণ হবে- [Pb = 106.4],0.00537g,103.6g,207.2g,266g,0.00537g,103.6g,207.2g,266g,d
What is the value of concentration of 0.05 M H_{2}SO_{4} solution in ppm unit?,0.05 M H_{2}SO_{4} দ্রবণের ঘনমাত্রা ppm এককে কত?,4500,4900,14500,14900,4500,4900,14500,14900,b
Which one of the following is electrophilw-,নিচের কোনটি ইলেকট্রোফাইল?,NH_{3},R - OH,AlCl_{3},H_{2}O,NH_{3},R-OH,AlCl_{3},H_{2}O,c
Which one of the following can be identify by carbylamines test?,কার্বিল অ্যামিন পরীক্ষা দ্বারা নিচের কোনটি শনাক্ত করা যায়?,Secondary amine,Primary amine,Primary alcohol,Secondary alcohol,সেকেন্ডারি অ্যামিন,প্রাইমারি অ্যামিন,প্রাইমারি অ্যালকোহল,সেকেন্ডারি অ্যালকোহল,b
"Ortho-para directing group-
i. - NO_{2}
ii. - CH_{3}
iii. - OCH_{3}
Which one is correct?","অর্থো প্যারা নির্দেশক-
 i. -NO_2
 ii. -CH_3
 iii. -OCH_3
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",b
Which one is the value of R is Sl unit?,SI এককে R এর মান কোনটি?,8.314 \times 10^{7} erg mol^{-1}K^{-1},0.0821L atm mol^{-1}K^{-1},8.314J mol^{-1}K^{-1},1.987 cal mol^{-1}K^{-1},8.314\times 10^7 erg mol^{-1}K^{-1},0.0821L atm mol^{-1}K^{-1},8.314J mol^{-1}K^{-1},1.987 cal mol^{-1}K^{-1},c
What is the value of P^{H} in Acid rain for precipitation?,এসিড বৃষ্টির বেলায় অধঃক্ষেপণ বৃষ্টিতে pH এর মান কত হতে পারে?,6.9,6.5,5.8,5.3,6.9,6.5,5.8,5.3,d
What is the RMS value of O_{2} at 27\degree C temperature?,27^oC তাপমাত্রায় O_2 এর RMS মান কত?,453.23ms^{-1},463.34ms^{-1},473.45ms^{-1},483.56ms^{-1},453.23 ms^{-1},463.34 ms^{-1},473.45 ms^{-1},483.56 ms^{-1},d
"The name of - CN is -
i. Cyanide radical
ii. nitrile radical
iii. nitro radical
Which one is correct?","-CN মূলকের নাম-
 i. সায়ানাইড মূলক
 ii. নাইট্রাইল মূলক
 iii. নাইট্রো মূূলক 
 নিচের কোনটি সঠিক?",i & ii,ii & iii,i & iii,"i, ii & iii",i ও ii,ii ও iii,i ও iii,"i, ii ও iii",a
