English Question,Bengali Question,A,B,C,D,A Bn,B Bn,C Bn,D Bn,Correct Answer
The time of diffusion of which gas will be more?,কোন গ্যাসটির ব্যাপন হার সবচেয়ে বেশি?,Hydrogen,Ethane,Carbon dioxide,Nitric oxide,হাইড্রোজেন,ইথেন,কার্বন ডাই-অক্সাইড,নাইট্রিক অক্সাইড,a
"H_3PO_4 Molecular formula-
i. refers a molecule of phosphoric acid
ii. indicates 6.023\times 10^{23} molecules
iii. means one mole
Which one is correct?","H_{3}PO_{4} এর আণবিক সংকেত-
 i. ফসফরিক এসিড এর একটি অণুকে বুঝায়
 ii. 6.023 \times 10^{23} টি অণুকে নির্দেশ করে
 iii. 1 মোল পরিমাণকে বুঝায়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"The Proton number of P, Q, R and X elements are 5, 9, 11 and 12 respectively.
[Here P, Q, R, X are not regular symbol of an element]
How many lone pair electrons are there in the compound that is formed by the combination of P and Q element?","P, Q, R, X চারটি মৌল যাদের প্রোটন সংখ্যা যথাক্রমে 5, 9, 11 ও 12 ।
 [P, Q, R, X প্রতীকী অর্থে ব্যবহৃত]
 
 P ও Q মৌলের সমন্বয়ে গঠিত যৌগে কয়টি মুক্তজোড় ইলেকট্রন থাকে?",0,3,6,9,0,3,6,9,d
"The Proton number of P, Q, R and X elements are 5, 9, 11 and 12 respectively.
[Here P, Q, R, X are not regular symbol of an element]
The atomic size of which element of the stem is the largest?","P, Q, R, X চারটি মৌল যাদের প্রোটন সংখ্যা যথাক্রমে 5, 9, 11 ও 12 ।
 [P, Q, R, X প্রতীকী অর্থে ব্যবহৃত]
 
 উদ্দীপকের মৌলগুলোর মধ্যে কোনটির পারমাণবিক আকার সবচেয়ে বড়?",P,Q,R,X,P,Q,R,X,b
Which of the followining elements the electron affinity is the least?,নিচের কোন মৌলের ইলেকট্রনের আসক্তি সবচেয়ে কম?,Be,Ra,Sr,Mg,Be,Ra,Sr,Mg,b
Which of the followining compound can cause disappearance of red colour of bromine?,নিচের কোন যৌগটি ব্রোমিন দ্রবণের লাল বর্ণকে বর্ণহীন করতে পারে?,C_{2}H_{6},C_{3}H_{8}O,C_{3}H_{8},C_{3}H_{6},C_{2}H_{6},C_{3}H_{8}O,C_{3}H_{8},C_{3}H_{6},d
Which one of the is Plank's constant (m^2kg/s),নিচের কোনটি প্লাঙ্ক ধ্রুবক (m^{2}kg/sec) এর মান?,6.023\times 10^{23},1.673\times 10^{-24},9.11\times 10^{-31},6.626\times 10^{-34},6.023 \times 10^{23},1.673 \times 10^{-24},9.11 \times 10^{-31},6.626 \times 10^{-34},d
"In the formula \frac{56}{26} Fe^{2+} is-
i. mass number 56
ii. electron number 26
iii. neutron number 30
Which one is correct?","_{26}^{56}\text{Fe}^{2+} সংকেতটি-
 i. ভর সংখ্যা 56
 ii. ইলেকট্রন সংখ্যা 26
 iii. নিউট্রন সংখ্যা 30
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii, and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",b
Which one is the formula of Benzene?,বেনজিনের সংকেত কোনটি?,C_{10}H_{8},C_{10}H_{16}O,C_{6}H_{6},C_{6}H_{12},C_{10}H_{8},C_{10}H_{16}O,C_{6}H_{6},C_{6}H_{12},c
How many molecules are there in 5g CaCO_{3}?,5g CaCO_{3}-এ কতটি অণু বিদ্যমান?,3.012\times 10^{23},3.012\times 10^{22},3.012\times 10^{21},3.012\times 10^{20},3.012 \times 10^{23},3.012 \times 10^{22},3.012 \times 10^{21},3.012 \times 10^{20},b
Which is the sublimated substance?,কোনটি ঊর্ধ্বপাতিত পদার্থ?,SiO_{2},C_{20}H_{42},Br_{2},C_{10}H_{8},SiO_{2},C_{20}H_{42},Br_{2},C_{10}H_{8},d
Which of the following is the formula of rust?,কোনটি মরিচার সংকেত?,FeO.3H_{2}O,Fe_{2}O_{3}.H_{2}O,Fe_{2}O_{3}.2H_{2}O,Fe_{2}O_{3}.nH_{2}O,FeO.3H_{2}O,Fe_{2}O_{3}.H_{2}O,Fe_{2}O_{3}.2H_{2}O,Fe_{2}O_{3}.nH_{2}O,d
What is molarity of the solution where there is 117g NaCl is in 1000 ml solution?,1000 mL দ্রবণে 117 g NaCl থাকলে দ্রবণ এর মোলারিটি কত?,2 M,4 M,5 M,6 M,2 M,4 M,5 M,6 M,a
Which of the following is soluble in water?,নিচের কোনটি পানিতে দ্রবীভূত হয়?,Agl,AgCl,CaCl_{2},BaSO_{4},Agl,AgCl,CaCl_{2},BaSO_{4},c
Which molecule contains double bond?,কোনটির অণুতে দ্বি-বন্ধন বিদ্যমান?,Hydrogen,Oxygen,Nitrogen,Chlorine,হাইড্রোজেন,অক্সিজেন,নাইট্রোজেন,ক্লোরিন,b
Which is the molecular formula of Bromo-propane?,নিচের কোনটি ব্রোমোপ্রোপেনের সংকেত?,C_{3}H_{7}Br,C_{3}H_{8}Br,C_{3}H_{5}Br,C_{3}H_{4}Br,C_{3}H_{7}Br,C_{3}H_{8}Br,C_{3}H_{5}Br,C_{3}H_{4}Br,a
Which product is produced by condensation polymerization reaction?,ঘনীভবন পলিমারকরণ বিক্রিয়ায় কোনটি উৎপন্ন হয়?,Polyvinyl chloride,Nylon 6:6,Adipic acid,Polypropene,পলিভিনাইল ক্লোরাইড,নাইলন ৬ : ৬,অ্যাডিপিক এসিড,পলিপ্রোপিন,b
Which one is the symbol of Tungsten?,টাংস্টেন মৌলের প্রতীক কোনটি?,Ti,Sn,W,Hg,Ti,Sn,W,Hg,c
Which one is insoluble in water?,কোনটি পানিতে অদ্রবণীয়?,BaSO_{4},AgNO_{3},Na_{2}SO_{4},BaCl_{2},BaSO_{4},AgNO_{3},Na_{2}SO_{4},BaCl_{2},a
Which element has more metallic property?,কোন মৌলটির ধাতব ধর্ম বেশি?,Na,Mg,Ca,K,Na,Mg,Ca,K,d
How many protons are present in Al^{3+}ion?,Al^{3+} আয়নে কতটি প্রোটন আছে?,10,13,16,27,10,13,16,27,b
What is the oxidation number of sulphur in Na_{2}S_{2}O_{3}?,Na_{2}S_{2}O_{3} যৌগে সালফারের জারণ সংখ্যা কত?,+ 2,+ 3,+ 4,+ 6,\text{+ 2},\text{+ 3},\text {+ 4},\text{+ 6},a
How many horizontal rows are present in the Mendeleev's periodic table?,মেন্ডেলিফের পর্যায় সারণিতে কতটি আনুভূমিক সারি ছিল?,7,8,12,18,7,8,12,18,c
How many different elements are present in our body?,আমাদের শরীরে কত ধরনের মৌল রয়েছে?,22,24,26,28,22,24,26,28,c
"Electron is an atom-
i. moves around in circular orbit
ii. moves around in oval orbit
iii. feels centripetal force
Which one is correct?","পরমাণুতে ইলেকট্রন-
 i. বৃত্তাকার কক্ষপথে ঘুরে
 ii. উপবৃত্তাকার কক্ষপথে ঘুরে
 iii. কেন্দ্রমুখী বল অনুভব করে
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
"Zn+H_{2}SO_{4}\rightarrow ZnSO_{4}+H_{2} ; The reaction-
i. substitution reaction
ii. redox reaction
iii. nutralization reaction
Which one is correct?","Zn + H_{2}SO_{4} \rightarrow ZnSO_{4} + H_{2} বিক্রিয়াটি-
 i. প্রতিস্থাপন বিক্রিয়া
 ii. রেডক্স বিক্রিয়া
 iii. প্রশমন বিক্রিয়া
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",a
Which one is irritant substance?,উত্তেজক পদার্থ কোনটি?,Benzene,Methanol,Toluene,Nitrous oxide,বেনজিন,মিথানল,টলুইন,নাইট্রাস অক্সাইড,d
"A\rightarrow CaCO_{3}\overset{\Delta }{\rightarrow}CaO(s)+X(g)
B\rightarrow 250 mL 0.2 olar NaCl solution
How much gram NaCl is soluble in solution of B?","A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g)
 B \rightarrow 250 mL 0.2 মোলার NaCl দ্রবণ
 
 B-এর দ্রবণে কত গ্রাম NaCl দ্রবীভূত আছে?",2.925g,2.325g,23.25g,29.25g,2.925 g,2.325 g,23.25 g,29.25 g,a
"A\rightarrow CaCO_{3}\overset{\Delta }{\rightarrow}CaO(s)+X(g)
B\rightarrow 250 mL 0.2 olar NaCl solution
The 'X' gas of A is-
i. CO_{2}
ii. acidic
iii. heavier than air
Which one is correct?","A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g)
 B \rightarrow 250 mL 0.2 মোলার NaCl দ্রবণ
 
 A-এর 'X' গ্যাসটি-
 i. CO_{2}
 ii. অম্লধর্মী
 iii. বায়ু অপেক্ষা ভারী
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Which one has lower diffusion rate?,কোনটির ব্যাপন হার কম?,N_{2},CO_{2},O_{2},HCl,N_{2},CO_{2},O_{2},HCl,b
Which one turns into vapor from solid on heating?,তাপ প্রদানে কঠিন হতে সরাসরি বাষ্প হয় কোনটি?,AlCl_{3},C_{6}H_{6},CaCO_{3},Mg(NO_{3})_{2}},AlCl_{3},C_{6}H_{6},CaCO_{3},Mg(NO_{3})_{2},a
Which one has same empirical formula and molecular formula?,কোনটির মূল সংকেত ও আণবিক সংকেত একই?,H_{2}O_{2},H_{2}S,C_{2}H_{6},C_{2}H_{2},H_{2}O_{2},H_{2}S,C_{2}H_{6},C_{2}H_{2},b
Lone pair electron in CO molecule-,CO অণুতে মুক্ত জোড় ইলেকট্রন-,1,2,3,4,1,2,3,4,b
"_{11}P, _{14}Q, _{17}R [P, Q & R are symbolic]
The Q element is of group-","_{11}P^{14}Q, _{17}R [P, Q ও R প্রতীকী অর্থে]
 
 Q' মৌলটি কোন গ্রুপের?",2,4,12,14,2 নং,4 নং,12 নং,14 নং,d
"_{11}P, _{14}Q, _{17}R [P, Q & R are symbolic]
The element P and R_
i. forms compound of lower melting point
ii. ionic bond exists in their compound
iii. property is opposite of eatch other
Which one is correct?","_{11}P^{14}Q, _{17}R [P, Q ও R প্রতীকী অর্থে]
 
 P ও R মৌলের-
 i. যৌগ নিম্ন গলনাঙ্ক বিশিষ্ট
 ii. যৌগে আয়নিক বন্ধন বিদ্যমান
 iii. ধর্ম পরস্পরের বিপরীত
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",c
Pentane remains in natural gas-,প্রাকৃতিক গ্যাসে পেন্টেন ্রয়েছে-,1%,3%,6%,7%,1%,2%,6%,7%,b
"The compound C_{4}H_{8}-
i. closed chain hydrocarbon
ii. homologue of alkane
iii. exhibits unsaturatibon
Which one is correct?","C_{4}H_{8} যৌগটি-
 i. বদ্ধ শিকল হাইড্রোকার্বন
 ii. অ্যালকোহল সমগোত্রীয়
 iii. অসম্পৃক্ততা প্রদর্শন করে
 নিচের কোনটি সঠিক?",i,iii,i and iii,"i, ii and iii",i,iii,i ও iii,"i, ii ও iii",c
What is the mass of four atom of Mg?,4 টি Mg পরমাণুর ভর কত?,7.96\times 10^{-23}g,1.59\times 10^{-22} gm,48 gm,96 gm,7.96 \times 10^{-23} g,1.59 \times 10^{-22} g,48 g,96 g,b
What is the concentration of molar solution?,মোলার দ্রবণের ঘনমাত্রা কত?,0.1 M,0.5 M,1 M,2 M,0.1 M,0.5 M,1 M,2 M,c
What is the melting point of Urea?,ইউরিয়া সারের গলনাঙ্ক কত?,100^{\circ}C,115^{\circ}C,119^{\circ}C,133^{\circ}C,100\degree C,115\degree C,119\degree C,133\degree C,d
Which one of the following is formula of Ammonium phosphate?,নিচের কোনটি অ্যামোনিয়াম ফসফেটের সংকেত?,(NH_{4})_{3}PO_{4},NH_{4}PO_{4},(NH_{3})_{3}PO_{4},NH_{3}PO_{4},(NH_{4})_{3}PO_{4},NH_{4}PO{_4},(NH_{3})_{3}PO_{4},NH_{3}PO_{4},a
The element of 'Ti' belong to in which group of the periodic table?,Ti মৌলটি পর্যায় সারণির কোন গ্রুপে অবস্থিত?,2,4,10,14,2,4,10,14,b
"Ca+O_{2}\xrightarrow[\Delta]{}Y
The reaction of the stem is -
i. combustion reaction
ii. synthesis reaction
iii. redox reaction
Which one is correct?","CA + O_{2} \xrightarrow[\Delta]{} Y
 
 উদ্দীপকের বিক্রিয়াটি-
 i. দহন বিক্রিয়া
 ii. সংশ্লেষণ বিক্রিয়া
 iii. জারণ-বিজারণ বিক্রিয়া
 নিচের কোনটি সঠিক?",i,ii,i and iii,"i, ii and iii",i,ii,i ও iii,"i, ii ও iii",d
"Ca+O_{2}\xrightarrow[\Delta]{}Y
How much O_{2} is needed to produce 56gm 'Y' compound?","CA + O_{2} \xrightarrow[\Delta]{} Y
 
 56 g Y যৌগ উৎপন্ন করতে কী পরিমাণ O_{2} প্রয়োজন?",2 mole,1 mole,0.5 mole,0.125 mole,2 mol,1 mol,0.5 mol,0.125 mol,c
Which acid exists in green mango?,কাঁচা আমে কোন এসিড বিদ্যমান?,Citric acid,Malloic acid,Oxalic acid,Acetic acid,সাইট্রিক এসিড,ম্যালেইয়িক এসিড,অক্সালিক এসিড,এসিটিক এসিড,b
How many elements in Lanthanide series?,ল্যান্থানাইড সারিতে কতটি মৌল বিদ্যমান?,18,16,15,9,18,16,15,9,c
Which isotope used to treat brain cancer?,ব্রেইন ক্যানসার নিরাময়ে কোন আইসোটোপ ব্যবহৃত হয়?,^{131}I,^{192}Ir,^{60}Co,^{32}P,^{131}I,^{192}Ir,^{60}CO,^{32}P,b
Which one is decimolar solution?,ডেসিমোলার দ্রবণ বলতে কত মোলার দ্রবণকে বুঝায়?,0.01M,0.05M,0.1M,0.5M,0.01 M,0.05M,0.01M,0.5M,c
What is the percentage of pentane in natural gas?,প্রাকৃতিক গ্যাসে পেন্টেন শতকরা কত ভাগ?,7%,6%,4%,3%,7%,6%,4%,3%,d
Which element show variable valency?,নিচের কোন মৌলটি পরিবর্তনশীল যোজনী প্রদর্শন করে?,Al,Cu,Ca,K,Al,Cu,Ca,K,b
How many molecules in 1gm KCl?,1 g KCl লবণে কয়টি অণু আছে?,8.084\times 10^{21},8.084\times 10^{22},8.084\times 10^{23},8.084\times 10^{24},8.084 \times 10^{21},8.084 \times 10^{22},8.084 \times 10^{23},8.084 \times 10^{24},a
Which molecule consist lowest Vander Wall's attraction force?,কোনটিতে ভ্যানডার ওয়ালস আকর্ষণ বল সর্বনিম্ন?,S_{8},O_{2},I_{2},H_{2}O,S_{8},O_{2},I_{2},H_{2}O,b
Which is not natural polymer?,নিচের কোনটি প্রাকৃতিক পলিমার নয়?,Starch,Nylon,Cellulose,Protein,স্টার্চ,নাইলন,সেলুলোজ,প্রোটিন,b
Which is correct order in size of Atom?,নিচের কোনটির পারমাণবিক আকারের ক্রম সঠিক?,Li > Na > Rb > Cs,I > Br > Cl > F,Si > Al > Mg > Na,N > C > B > Li,Di > Na > Rb > Cs,I > Br > Cl > F,Si > Al > Mg > Na,N > C > B > Li,b
Formalin mean -,ফরমালিন হলো-,40% aqueous solution of Methanal,40% aqueous solution of Ethanal,40% aqueous solution of Methanol,40% aqueous solution of Ethanol,মিথান্যাল এর 40% জলীয় দ্রবণ,ইথান্যাল এর 40% জলীয় দ্রবণ,মিথানল এর 40% জলীয় দ্রবণ,ইথানল এর 40% জলীয় দ্রবণ,a
"Ammonia gas is produced by the mixing of 10gm N_{2} gas and 3 gm H_{2} gas.
What is the number of molecules in H_{2} gas used in the stem? ","10g N_{2} গ্যাসকে 3g H_{2} গ্যাসে চালনা করে অ্যামেনিয়া উৎপন্ন করা হলো।
 
 উদ্দীপকে ব্যবহৃত H_{2} গ্যাসে অণুর সংখ্যা কত?",9.0345\times 10^{23},18.069\times 10^{23},9.0345\times 10^{22},18.069\times 10^{22},9.0345 \times 10^{23},18.069 \times 10^{23},9.0345 \times 10^{22},18.069 \times 10^{22},a
"In the ion of \frac{7}{3}Li^{+} -
i. neutron number 4
ii. proton number 4
iii. electron number 2
Which one is correct?","_{3}^{7}\text{Li}^{+} আয়নটিতে-
 i. নিউট্রন সংখ্যা 4
 ii. প্রোটন সংখ্যা 4
 iii. ইলেকট্রন সংখ্যা 2
 নিচের কোনটি সঠিক?",i,iii,i and iii,"i, ii and iii",i,iii,i ও iii,"i, ii ও iii",c
Which one is common formula of C_{n}H_{2n+1} ?,C_{n} H_{2n + 1}-কীসের সাধারণ সংকেত?,Alkyl,Alkane,Alkene,Alkyne,অ্যালকাইল,অ্যালকেন,অ্যালকিন,অ্যালকাইন,a
"Unsaturated Hydrocarbon -
i. C_{3}H_{6}
ii. C_{4}H_{10}
iii. C_{5}H_{8}
Which one is correct?","অসম্পৃক্ত হাইড্রোকার্বন-
 i. C_{3}H_{6}
 ii. C_{4}H_{10}
 iii. C_{5}H_{8}
 নিচের কোনটি সঠিক?",i,iii,i and iii,"i, ii and iii",i,iii,i ও ii,i ও iii,d
What is the oxidation number of S in sodium thiosulphate?,সোডিয়াম থায়োসালফেট যৌগে S এর জারণ সংখ্যা কত?,+ 6,+ 4,+ 2,+ 3,6,4,2,3,c
Which one is the symbol of Tin?,নিচের কোনটি টিন এর প্রতীক?,Sb,Sn,Ti,Te,Sb,Sn,Ti,Te,b
"Compund of AlCl_{3}-
i. al oxidation number +3
ii. ionic bond exist
iii. soluble in water
Which one is correct?","AlCl_{3} যৌগে-
 i. Al এর জারণ সংখ্যা + 3
 ii. আয়নিক বন্ধন বিদ্যমান
 iii. পানিতে দ্রবণীয়
 নিচের কোনটি সঠিক?",i and ii,i and iii,ii and iii,"i, ii and iii",i ও ii,i ও iii,ii ও iii,"i, ii ও iii",d
Which of the following gas has more effusion rate?,নিচের কোন গ্যাসটির নিঃসরণ হার বেশি?,Cl_{2},NO_{2},O_{2},CO,Cl_{2},NO_{2},O_{2},CO,d
Which one is polar?,কোনটি পোলার?,Mustard oil,Kerosene,Napthalene,Sugar,সরিষার তেল,কেরোসিন,ন্যাপথালিন,চিনি,d
Which one is used as fuel of jet engines?,কোনটি জেট ইঞ্জিনের জ্বালানি হিসাবে ব্যবহৃত হয়?,Kerosene,Naptha,Petrol,Diesel,কেরোসিন,ন্যাপ্তহা,পেট্রোল,ডিজেল,a
Which of the following elements can show variable valency?,কোন মৌলটি পরিবর্তনশীল যোজনী প্রদর্শনে সক্ষম?,Iodine,Silicon,Silver,Iron,আয়োডিন,সিলিকন,সিলভার,আয়রন,d
What is the type of the compound Ethylene Glycol?,ইথিলিন গ্লাইকল কোন ধরনের যৌগ?,Aldehydes,Alcohols,Alkenes,Alkynes,অ্যালডিহাইড,অ্যালকোহল,অ্যালকিন,অ্যালকাইন,b
Which one of the following is produced from starch by using fermention?,স্টার্চ থেকে গাঁজন প্রক্রিয়ায় কোনটি প্রস্তুত করা হয়?,C_{n}H_{2n+1}-CHO,C_{n}H_{2n+1}-COOH,C_{n}H_{2n+2},C_{n}H_{2n+1}-OH,C_{n}H_{2n+1}-CHO,C_{n}H_{2n+1}-COOH,C_{n}H_{2n+2},C_{n}H_{2n+1}-OH,d
Which one is natural polymer?,কোনটি প্রাকৃতিক পলিমার?,Polythene,Rubber,PVC,Polypropene,পলিথিন,রাবার,পিভিসি,পলিপ্রোপিন,b
Which period of the periodic table does Potassium belong to?,পটাসিয়াম পর্যায় সারণির কোন পর্যায়ে অবস্থিত?,2,3,4,5,2,3,4,5,c
What is the electron number in Al^{3+} ion?,Al^{3+} আয়নে ইলেকট্রন সংখ্যা কত?,10,13,16,27,10,13,16,27,a
What is the number of atoms in a molecule of Aluminium Phosphate?,অ্যালুমিনিয়ামের ফসফেটের অণুতে পরমাণুর সংখ্যা কত?,17,16,8,6,17,16,8,6,d
How many electrons are there in the 'M' shell of Iron?,আয়রনের 'M' শেলে কতটি ইলেকট্রন থাকে?,8,13,14,18,8,13,14,18,c
What is the value of (n+l) for the suborbital 4d?,উপশক্তি স্তর 4d এর জন্য (n + l) এর মান কত?,4,5,6,7,4,5,6,7,c
How many elements are there in the group -18 of periodic table?,পর্যায় সারণির গ্রুপ-18 তে কতটি মৌল আছে?,4,5,6,7,4,5,6,7,d
Which elements belongs to the Halogen group?,কোন মৌলটি হ্যালোজেন গ্রুপের অন্তর্ভুক্ত?,Astatine,Caesium,Silver,Strontium,অ্যাস্টাটিন,সিজিয়াম,সিলভার,স্ট্রনসিয়াম,a
What is the latent valency of 's' in H_{2}S?,H_{2 }S যৌগটিতে S এর সুপ্ত যোজনী কত?,6,4,2,0,6,4,2,0,b
What is the lifetime of Technetium-99?,টেকনিশিয়াম-99 এর লাফটাইম কত?,2 hours,4 hours,6 hours,8 hours,2 ঘন্টা,4 ঘন্টা,6 ঘন্টা,8 ঘন্টা,c
What is the actual mass of electron?,ইলেকট্রনের প্রকৃত ভর কত?,9.110\times 10^{-28}g,1.675\times 10^{-24}g,1.673\times 10^{-24}g,1.66\times 10^{-24}g,9.110 \times 10^{-28} g,1.675 \times 10^{-24} g,1.673 \times 10^{-24} g,1.66 \times 10^{-24} g,a
How many single bonds are there in the molecule of Propane?,প্রোপেনের অণুতে কতটি একক বন্ধন আছে?,6,8,10,12,6,8,10,12,c
What is the correct electronic configuration of the outermost shell of Scandium?,স্ক্যান্ডিয়ামের সর্বশেষ শক্তিস্তরের সঠিক ইলেকট্রন বিন্যাস কোনটি?,3s^{2}3p^{6}3d^{5}4s^{1},3s^{2}3p^{6}3d^{3}4s^{2},3s^{2}3p^{6}3d^{2}4s^{2},3s^{2}3p^{6}3d^{1}4s^{2},3s^{2}3p^{6}3d^{5}4s^{1},3s^{2}3p^{6}3d^{3}4s^{2},3s^{2}3p^{6}3d^{2}4s^{2},3s^{2}3p^{6}3d^{1}4s^{2},d
Which of the following has a different valency and valence electrons?,কোনটির যোজনী ও যোজনী ইলেকট্রন ভিন্ন?,Oxygen,Magnesium,Aluminium,Hydrogen,অক্সিজেন,ম্যাগনেশিয়াম,অ্যালুমিনিয়াম,হাইড্রোজেন,a
